1060095989	20220825	202208	2022	2022.6438	AUSGOV	AUSTRALIA	AUS					GOV			MMRMIL	MYANMAR	MMR					MIL			1	017	017	01	1	0.0	5	1	5	-6.11854684512428	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825063000	https://www.state.gov/joint-ministerial-statement-marking-the-5th-anniversary-of-the-myanmar-militarys-attack-against-rohingya-and-ensuing-crisis/
1060095990	20220825	202208	2022	2022.6438	AUSOPP	AUSTRALIA	AUS					OPP			AUS	AUSTRALIA	AUS								1	010	010	01	1	0.0	1	1	1	-1.73913043478261	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Parkville, New South Wales, Australia	AS	AS02	5096	-31.9833	150.867	-1594005	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220825063000	https://www.sheppnews.com.au/national/health-rhetoric-ramps-up-ahead-of-vic-poll/
1060095991	20220825	202208	2022	2022.6438	AUSOPP	AUSTRALIA	AUS					OPP			AUS	AUSTRALIA	AUS								1	013	013	01	1	0.4	1	1	1	-1.73913043478261	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Parkville, New South Wales, Australia	AS	AS02	5096	-31.9833	150.867	-1594005	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220825063000	https://www.sheppnews.com.au/national/health-rhetoric-ramps-up-ahead-of-vic-poll/
1060095992	20220825	202208	2022	2022.6438	AZE	AZERBAIJANI	AZE								AZEBUS	AZERBAIJAN	AZE					BUS			1	057	057	05	1	8.0	4	1	4	2.05245153933866	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060095993	20220825	202208	2022	2022.6438	AZE	AZERBAIJANI	AZE								KAZ	KAZAKHSTAN	KAZ								1	057	057	05	1	8.0	2	1	2	2.05245153933866	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	1	Kazakhstan	KZ	KZ		48	68	KZ	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060095994	20220825	202208	2022	2022.6438	AZE	AZERBAIJANI	AZE								KAZ	KAZAKHSTAN	KAZ								1	057	057	05	1	8.0	2	1	2	2.05245153933866	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060095995	20220825	202208	2022	2022.6438	AZEBUS	AZERBAIJANI	AZE					BUS													1	057	057	05	1	8.0	6	1	6	2.05245153933866	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	0								4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060095996	20220825	202208	2022	2022.6438	AZEBUS	AZERBAIJAN	AZE					BUS			AZE	AZERBAIJANI	AZE								1	057	057	05	1	8.0	4	1	4	2.05245153933866	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060095997	20220825	202208	2022	2022.6438	AZEBUS	AZERBAIJANI	AZE					BUS			KAZ	KAZAKHSTAN	KAZ								1	057	057	05	1	8.0	6	1	6	2.05245153933866	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060095998	20220825	202208	2022	2022.6438	AZEBUS	AZERBAIJAN	AZE					BUS			LEG	CHAMBER						LEG			0	030	030	03	1	4.0	10	1	10	2.05245153933866	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	1	Kazakhstan	KZ	KZ		48	68	KZ	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060095999	20220825	202208	2022	2022.6438	AZEBUS	AZERBAIJAN	AZE					BUS			LEG	CHAMBER						LEG			0	057	057	05	1	8.0	6	1	6	2.05245153933866	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060096000	20220825	202208	2022	2022.6438	AZEBUS	AZERBAIJAN	AZE					BUS			LEG	CHAMBER						LEG			0	057	057	05	1	8.0	4	1	4	2.05245153933866	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	1	Kazakhstan	KZ	KZ		48	68	KZ	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060096001	20220825	202208	2022	2022.6438	BGD	BANGLADESH	BGD																		1	040	040	04	1	1.0	4	1	4	-1.75438596491228	1	Bangladesh	BG	BG		24	90	BG	0								1	Bangladesh	BG	BG		24	90	BG	20220825063000	https://www.daily-sun.com/post/640164/BAJUS-wants-to-work-with-BFIU-to-stop-gold-smuggling
1060096002	20220825	202208	2022	2022.6438	BGD	BANGLADESH	BGD								BGDGOV	BANGLADESH	BGD					GOV			1	057	057	05	1	8.0	1	1	1	-1.75438596491228	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825063000	https://www.daily-sun.com/post/640164/BAJUS-wants-to-work-with-BFIU-to-stop-gold-smuggling
1060096003	20220825	202208	2022	2022.6438	BGD	BANGLADESH	BGD								GOV	PRESIDENT						GOV			1	057	057	05	1	8.0	5	1	5	-1.75438596491228	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825063000	https://www.daily-sun.com/post/640164/BAJUS-wants-to-work-with-BFIU-to-stop-gold-smuggling
1060096004	20220825	202208	2022	2022.6438	BGD	BANGLADESHI	BGD								MMRMIL	MYANMAR	MMR					MIL			1	202	202	20	4	-10.0	5	1	5	-3.46153846153847	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	4	Bhasan Char, Bangladesh (general), Bangladesh	BG	BG00	5792	23.4333	90.55	-2713709	20220825063000	https://www.theguardian.com/world/2022/aug/25/myanmar-rohingya-people-crisis-refugees-explained-in-30-seconds
1060096005	20220825	202208	2022	2022.6438	BGD	BANGLADESH	BGD								SPY	INTELLIGENCE						SPY			1	100	100	10	3	-5.0	10	1	10	-1.75438596491228	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825063000	https://www.daily-sun.com/post/640164/BAJUS-wants-to-work-with-BFIU-to-stop-gold-smuggling
1060096006	20220825	202208	2022	2022.6438	BGD	BANGLADESH	BGD								SPY	INTELLIGENCE						SPY			1	160	160	16	4	-4.0	10	1	10	-1.75438596491228	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825063000	https://www.daily-sun.com/post/640164/BAJUS-wants-to-work-with-BFIU-to-stop-gold-smuggling
1060096007	20220825	202208	2022	2022.6438	BGDGOV	BANGLADESH	BGD					GOV			BGD	BANGLADESH	BGD								1	057	057	05	1	8.0	1	1	1	-1.75438596491228	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825063000	https://www.daily-sun.com/post/640164/BAJUS-wants-to-work-with-BFIU-to-stop-gold-smuggling
1060096008	20220825	202208	2022	2022.6438	BUD	BUDDHIST				BUD															0	017	017	01	1	0.0	50	5	50	-5.46448087431694	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20220825063000	https://www.southwalesguardian.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060096009	20220825	202208	2022	2022.6438	BUD	BUDDHIST				BUD															0	186	186	18	4	-10.0	50	5	50	-5.46448087431694	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20220825063000	https://www.southwalesguardian.co.uk/news/national/20754555.japan-police-chief-resign-shooting-former-prime-minister/
1060096010	20220825	202208	2022	2022.6438	BUS	BANK						BUS													1	010	010	01	1	0.0	3	1	3	1.42857142857143	5	Greater Accra Region, Greater Accra, Ghana	GH	GH01	190724	5.75	0	-2073484	0								5	Greater Accra Region, Greater Accra, Ghana	GH	GH01	190724	5.75	0	-2073484	20220825063000	http://www.businessghana.com/site/news/business/269332/Abokobi-Rural-Bank-posts-330-per-cent-profit-for-2021
1060096011	20220825	202208	2022	2022.6438	BUS	COMPANY						BUS													0	010	010	01	1	0.0	10	2	10	-0.810263705000545	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	0								4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	20220825063000	https://www.prnewswire.com:443/news-releases/freya-pharma-solutions-announced-further-strengthening-of-its-ip-position-for-improved-treatment-for-women-suffering-from-fsiad-301611898.html
1060096012	20220825	202208	2022	2022.6438	BUS	EMPLOYER						BUS													0	020	020	02	1	3.0	5	1	5	-12.2257053291536	1	Luxembourg	LU	LU		49.75	6.166667	LU	0								1	Luxembourg	LU	LU		49.75	6.166667	LU	20220825063000	https://www.lexology.com/library/detail.aspx?g=adeb2122-6567-4794-ba91-316ffda50758
1060096013	20220825	202208	2022	2022.6438	BUS	BANK						BUS													1	042	042	04	1	1.9	10	1	10	-1.07836089144501	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20220825063000	https://www.devonlive.com/news/devon-news/coastguards-bank-holiday-weekend-safety-7507007
1060096014	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS													1	043	043	04	1	2.8	8	1	8	-0.47169811320755	3	North Beach, California, United States	US	USCA	CA075	37.8058	-122.412	1659245	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20220825063000	http://outsidelands.org/cgi-bin/mboard/stories2/thread.cgi?1549,0
1060096015	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS													1	043	043	04	1	2.8	2	1	2	-0.47169811320755	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20220825063000	http://outsidelands.org/cgi-bin/mboard/stories2/thread.cgi?1549,0
1060096016	20220825	202208	2022	2022.6438	BUS	INDUSTRY						BUS													1	061	061	06	2	6.4	2	1	2	1.43014301430143	4	Buon Ma Thuot, Ðc L?k, Vietnam, Republic Of	VM	VM88	73995	12.6667	108.05	-3709217	0								4	Buon Ma Thuot, Ðc L?k, Vietnam, Republic Of	VM	VM88	73995	12.6667	108.05	-3709217	20220825063000	https://vir.com.vn/eu-may-be-answer-to-shrinking-bean-share-95876.html
1060096017	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS													0	061	061	06	2	6.4	6	1	6	1.43014301430143	4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	0								4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	20220825063000	https://vir.com.vn/eu-may-be-answer-to-shrinking-bean-share-95876.html
1060096018	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS													0	061	061	06	2	6.4	2	1	2	1.43014301430143	1	Thailand	TH	TH		15	100	TH	0								1	Thailand	TH	TH		15	100	TH	20220825063000	https://vir.com.vn/eu-may-be-answer-to-shrinking-bean-share-95876.html
1060096019	20220825	202208	2022	2022.6438	BUS	INDUSTRY						BUS													0	070	070	07	2	7.0	10	1	10	2.67062314540059	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220825063000	https://themediaonline.co.za/2022/08/the-time-is-now-for-african-film-firms-to-go-global/
1060096020	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS													0	070	070	07	2	7.0	2	1	2	2.05245153933866	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	0								1	Kazakhstan	KZ	KZ		48	68	KZ	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060096021	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS													0	070	070	07	2	7.0	8	1	8	2.05245153933866	1	Kazakhstan	KZ	KZ		48	68	KZ	0								1	Kazakhstan	KZ	KZ		48	68	KZ	20220825063000	https://menafn.com/1104752700/Kazakhstan-Azerbaijan-Ink-Numerous-Partnership-Deals
1060096022	20220825	202208	2022	2022.6438	BUS	CREDIT UNION						BUS													1	071	071	07	2	7.4	10	1	10	4.38356164383561	4	Bunso, Ghana (general), Ghana	GH	GH00	190600	5.77495	-1.01294	-2071621	0								4	Bunso, Ghana (general), Ghana	GH	GH00	190600	5.77495	-1.01294	-2071621	20220825063000	http://www.businessghana.com/site/news/business/269333/CRCCU-inaugurates-Koforidua-office-to-increase-customer-base
1060096023	20220825	202208	2022	2022.6438	BUS	INDUSTRY						BUS													0	090	090	09	2	-2.0	10	1	10	1.73464603844351	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	0								5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	20220825063000	http://www.padovanews.it/2022/08/25/testing-inspection-and-certification-market-size-is-projected-to-reach-usd-457-billion-by-2030-growing-at-a-cagr-of-4-straits-research/
1060096024	20220825	202208	2022	2022.6438	BUS	CORPORATION						BUS													0	100	100	10	3	-5.0	10	1	10	-12.2257053291536	1	Luxembourg	LU	LU		49.75	6.166667	LU	0								1	Luxembourg	LU	LU		49.75	6.166667	LU	20220825063000	https://www.lexology.com/library/detail.aspx?g=adeb2122-6567-4794-ba91-316ffda50758
1060096025	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS													1	111	111	11	3	-2.0	10	1	10	-2.92553191489362	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220825063000	https://www.miragenews.com/own-your-domain-or-else-843035/
1060096026	20220825	202208	2022	2022.6438	BUS	COMPANY						BUS			CHN	CHINA	CHN								0	010	010	01	1	0.0	2	1	2	-3.98230088495575	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20220825063000	https://www.theregister.com/2022/08/25/xiaomi_india_tax_allegations/
1060096027	20220825	202208	2022	2022.6438	BUS	COMPANY						BUS			CHN	CHINESE	CHN								0	010	010	01	1	0.0	8	1	8	-3.98230088495575	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	1	India	IN	IN		20	77	IN	20220825063000	https://www.theregister.com/2022/08/25/xiaomi_india_tax_allegations/
1060096028	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS			CHN	CHINA	CHN								1	040	040	04	1	1.0	2	1	2	-1.33971291866029	2	California, United States	US	USCA		36.17	-119.746	CA	1	China	CH	CH		35	105	CH	2	California, United States	US	USCA		36.17	-119.746	CA	20220825063000	https://menafn.com/1104752675/US-Goes-For-EDA-Jugular-In-China-Chips-War
1060096029	20220825	202208	2022	2022.6438	BUS	COMPANY						BUS			COP	POLICE						COP			1	010	010	01	1	0.0	2	1	2	-1.94552529182879	4	Papatoetoe, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.9667	174.867	-1515836	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825063000	https://www.unionleader.com/nh/news/back_page/a-family-won-luggage-at-an-auction-two-childrens-bodies-were-inside/article_163d8814-6679-51b3-8052-ed54c7c72018.html
1060096030	20220825	202208	2022	2022.6438	BUS	COMPANY						BUS			COP	POLICE						COP			1	010	010	01	1	0.0	2	1	2	-1.94552529182879	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Papatoetoe, New Zealand (general), New Zealand	NZ	NZ00	22389	-36.9667	174.867	-1515836	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825063000	https://www.unionleader.com/nh/news/back_page/a-family-won-luggage-at-an-auction-two-childrens-bodies-were-inside/article_163d8814-6679-51b3-8052-ed54c7c72018.html
1060096031	20220825	202208	2022	2022.6438	BUS	COMPANY						BUS			COP	POLICE						COP			1	010	010	01	1	0.0	6	1	6	-1.94552529182879	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825063000	https://www.unionleader.com/nh/news/back_page/a-family-won-luggage-at-an-auction-two-childrens-bodies-were-inside/article_163d8814-6679-51b3-8052-ed54c7c72018.html
1060096032	20220825	202208	2022	2022.6438	BUS	INVESTOR						BUS			EDU	SCHOOL						EDU			0	043	043	04	1	2.8	5	1	5	-6.06060606060606	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220825063000	https://www.khaleejtimes.com/asia/india-delhi-police-arrest-fraudster-couple-in-travel-agency-scam
1060096033	20220825	202208	2022	2022.6438	BUS	COMPANY						BUS			EDU	SCHOOL						EDU			1	0842	084	08	2	7.0	10	1	10	-4.43349753694581	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220825063000	https://www.khaleejtimes.com/crime/dubai-dh2-million-compensated-to-family-of-man-run-over-by-school-bus
1060096034	20220825	202208	2022	2022.6438	BUS	COMPANY						BUS			EDU	SCHOOL						EDU			1	100	100	10	3	-5.0	10	1	10	-4.43349753694581	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220825063000	https://www.khaleejtimes.com/crime/dubai-dh2-million-compensated-to-family-of-man-run-over-by-school-bus
1060096035	20220825	202208	2022	2022.6438	BUS	COMPANY						BUS			EDU	SCHOOL						EDU			1	114	114	11	3	-2.0	10	1	10	-4.43349753694581	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220825063000	https://www.khaleejtimes.com/crime/dubai-dh2-million-compensated-to-family-of-man-run-over-by-school-bus
1060096036	20220825	202208	2022	2022.6438	BUS	INVESTOR						BUS			EUR	EUROPEAN	EUR								1	046	046	04	1	7.0	10	1	10	1.78571428571429	0								0								0								20220825063000	https://forextv.com/market-news/european-shares-may-open-on-firm-note-as-investors-eye-ecb-minutes/
1060096037	20220825	202208	2022	2022.6438	BUS	COMPANY						BUS			GBR	UNITED KINGDOM	GBR								1	060	060	06	2	6.0	2	1	2	-0.78431372549019	4	Lambeth, Lambeth, United Kingdom	UK	UKH1	40110	51.5	-0.116667	-2600625	4	Lambeth, Lambeth, United Kingdom	UK	UKH1	40110	51.5	-0.116667	-2600625	4	Lambeth, Lambeth, United Kingdom	UK	UKH1	40110	51.5	-0.116667	-2600625	20220825063000	https://www.wandsworthguardian.co.uk/news/20741563.dorchester-court-residents-told-run-tap-remove-lead-water/
1060096038	20220825	202208	2022	2022.6438	BUS	EMPLOYER						BUS			GOV	AUTHORITIES						GOV			0	020	020	02	1	3.0	5	1	5	-9.41541645111224	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20220825063000	https://www.lexology.com/library/detail.aspx?g=40deb2ef-4fbc-4c94-a276-35c3890b5a37
1060096039	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS			IGOEUREEC	THE EU	EUR	EEC				IGO			0	012	012	01	1	-0.4	9	1	9	1.43014301430143	4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	20220825063000	https://vir.com.vn/eu-may-be-answer-to-shrinking-bean-share-95876.html
1060096040	20220825	202208	2022	2022.6438	BUS	CORPORATION						BUS			MNCJPN	MITSUBISHI	JPN					MNC			0	010	010	01	1	0.0	1	1	1	2.26876090750436	1	China	CH	CH		35	105	CH	4	Wolfsburg, Niedersachsen, Germany	GM	GM06	40698	52.4333	10.8	-1890440	1	China	CH	CH		35	105	CH	20220825063000	http://www.padovanews.it/2022/08/25/electric-motor-market-is-expected-to-surpass-188-usd-billion-in-value-by-2028-at-a-6-9-growth-rate/
1060096041	20220825	202208	2022	2022.6438	BUS	CORPORATION						BUS			MNCJPN	MITSUBISHI	JPN					MNC			0	010	010	01	1	0.0	1	1	1	2.26876090750436	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220825063000	http://www.padovanews.it/2022/08/25/electric-motor-market-is-expected-to-surpass-188-usd-billion-in-value-by-2028-at-a-6-9-growth-rate/
1060096042	20220825	202208	2022	2022.6438	BUS	CORPORATION						BUS			MNCJPN	MITSUBISHI	JPN					MNC			0	010	010	01	1	0.0	8	1	8	2.26876090750436	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825063000	http://www.padovanews.it/2022/08/25/electric-motor-market-is-expected-to-surpass-188-usd-billion-in-value-by-2028-at-a-6-9-growth-rate/
1060096043	20220825	202208	2022	2022.6438	BUS	CREDIT UNION						BUS			USA	WASHINGTON	USA								1	0231	023	02	1	3.4	5	1	5	2.83018867924528	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20220825063000	https://www.therepublic.com/2022/08/25/turning-point-centra-plan-to-raise-the-roof-with-rick/
1060096044	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS			USA	THE US	USA								1	040	040	04	1	1.0	2	1	2	-1.33971291866029	2	California, United States	US	USCA		36.17	-119.746	CA	1	China	CH	CH		35	105	CH	2	California, United States	US	USCA		36.17	-119.746	CA	20220825063000	https://menafn.com/1104752675/US-Goes-For-EDA-Jugular-In-China-Chips-War
1060096045	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS			USA	OREGON	USA								0	040	040	04	1	1.0	5	1	5	3.475935828877	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220825063000	https://www.einnews.com/pr_news/587642503/active-network-management-market-new-business-opportunities-and-investment-research-report-by-2030
1060096046	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS			VNM	VIETNAMESE	VNM								0	061	061	06	2	6.4	8	1	8	1.43014301430143	4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	20220825063000	https://vir.com.vn/eu-may-be-answer-to-shrinking-bean-share-95876.html
1060096047	20220825	202208	2022	2022.6438	BUS	BUSINESS						BUS			VNMBUS	VIETNAM	VNM					BUS			0	012	012	01	1	-0.4	1	1	1	1.43014301430143	4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	4	Vinh Hiep, Khá HòM, Vietnam, Republic Of	VM	VM54	74132	12.2583	109.167	316403	20220825063000	https://vir.com.vn/eu-may-be-answer-to-shrinking-bean-share-95876.html
1060096048	20220825	202208	2022	2022.6438	BWA	BOTSWANA	BWA																		1	172	172	17	4	-5.0	10	1	10	-7.73809523809523	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20220825063000	https://www.moneyweb.co.za/news/africa/botswana-bans-beef-exports-on-suspected-foot-and-mouth-disease/
1060096049	20220825	202208	2022	2022.6438	CHE	SWISS	CHE																		0	112	112	11	3	-2.0	10	1	10	-9.41541645111224	1	Switzerland	SZ	SZ		47	8	SZ	0								1	Switzerland	SZ	SZ		47	8	SZ	20220825063000	https://www.lexology.com/library/detail.aspx?g=40deb2ef-4fbc-4c94-a276-35c3890b5a37
1060096050	20220825	202208	2022	2022.6438	CHN	CHINA	CHN																		1	043	043	04	1	2.8	6	1	6	3.27868852459017	4	Shiyuan, Henan, China	CH	CH09	13115	33.4022	113.356	10546969	0								4	Shiyuan, Henan, China	CH	CH09	13115	33.4022	113.356	10546969	20220825063000	https://www.thebeijinger.com/blog/2022/08/25/art-meets-architecture-exhibition-redesigned-hutong-abode
