1060050150	20220824	202208	2022	2022.6411	IRL	WATERFORD	IRL																		0	071	071	07	2	7.4	6	1	6	0.73664825046041	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824230000	https://www.nbcconnecticut.com/news/local/as-students-return-to-school-districts-say-mental-health-is-a-priority/2858843/
1060050151	20220824	202208	2022	2022.6411	IRL	WATERFORD	IRL								USA	UNITED STATES	USA								0	071	071	07	2	7.4	4	1	4	0.73664825046041	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824230000	https://www.nbcconnecticut.com/news/local/as-students-return-to-school-districts-say-mental-health-is-a-priority/2858843/
1060050152	20220824	202208	2022	2022.6411	IRLAGR	IRELAND	IRL					AGR			IRL	IRELAND	IRL								1	173	173	17	4	-5.0	2	1	2	-1.49572649572649	4	Johnstown Castle, Wexford, Ireland	EI	EI30	18308	52.2917	-6.49722	-1503567	4	Johnstown Castle, Wexford, Ireland	EI	EI30	18308	52.2917	-6.49722	-1503567	4	Johnstown Castle, Wexford, Ireland	EI	EI30	18308	52.2917	-6.49722	-1503567	20220824230000	https://www.farmersjournal.ie/johnstown-castle-open-day-what-to-expect-in-the-demonstration-area-717033
1060050153	20220824	202208	2022	2022.6411	IRLGOV	IRELAND	IRL					GOV			AGR	FARMER						AGR			1	080	080	08	2	5.0	2	1	2	0	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824230000	https://www.farmersjournal.ie/editorial-long-term-vision-needed-rather-than-policy-on-the-hoof-717711
1060050154	20220824	202208	2022	2022.6411	IRN	IRANIAN	IRN																		0	190	190	19	4	-10.0	2	1	2	-1.36239782016349	1	Ukraine	UP	UP		49	32	UP	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824230000	https://www.nbcsandiego.com/tag/aviation/
1060050155	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								GOV	MINIST						GOV			1	051	051	05	1	3.4	6	2	6	5.22357723577236	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220824230000	https://www.thecable.ng/friend-in-need-is-friend-indeed-fg-seeks-stronger-military-ties-with-iran
1060050156	20220824	202208	2022	2022.6411	IRN	TEHRAN	IRN								GOV	ADMINISTRATION						GOV			0	190	190	19	4	-10.0	4	1	4	-3.11820159535895	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824230000	https://www.washingtoninstitute.org/policy-analysis/bidens-indifference-has-given-iran-upper-hand-iraq
1060050157	20220824	202208	2022	2022.6411	IRN	TEHRAN	IRN								GOV	ADMINISTRATION						GOV			0	190	190	19	4	-10.0	2	1	2	-3.11820159535895	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824230000	https://www.washingtoninstitute.org/policy-analysis/bidens-indifference-has-given-iran-upper-hand-iraq
1060050158	20220824	202208	2022	2022.6411	IRN	IRANIAN	IRN								GOVMIL	MINIST OF DEFENCE						GOV	MIL		1	042	042	04	1	1.9	3	1	3	3.96341463414634	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220824230000	https://www.vanguardngr.com/2022/08/nigeria-seeks-stronger-military-cooperation-with-iran/
1060050159	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								MIL	MILITARY						MIL			1	050	050	05	1	3.5	2	1	2	3.96341463414634	1	Iran	IR	IR		32	53	IR	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20220824230000	https://www.vanguardngr.com/2022/08/nigeria-seeks-stronger-military-cooperation-with-iran/
1060050160	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								MIL	MILITARY						MIL			1	050	050	05	1	3.5	1	1	1	3.96341463414634	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824230000	https://www.vanguardngr.com/2022/08/nigeria-seeks-stronger-military-cooperation-with-iran/
1060050161	20220824	202208	2022	2022.6411	IRN	IRANIAN	IRN								NGA	NIGERIA	NGA								1	042	042	04	1	1.9	4	1	4	5.85365853658537	1	Iran	IR	IR		32	53	IR	1	Nigeria	NI	NI		10	8	NI	1	Iran	IR	IR		32	53	IR	20220824230000	https://www.thecable.ng/friend-in-need-is-friend-indeed-fg-seeks-stronger-military-ties-with-iran
1060050162	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								UAF	MILITIA						UAF			0	016	016	01	1	-2.0	1	1	1	-3.1496062992126	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	20220824230000	https://www.wfmz.com/news/us-says-airstrikes-in-syria-intended-to-send-message-to-iran/article_d2c2668e-1081-5753-be24-80f5a5052d97.html
1060050163	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								USA	AMERICAN	USA								0	111	111	11	3	-2.0	1	1	1	-3.1496062992126	1	Israel	IS	IS		31.5	34.75	IS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824230000	https://www.wfmz.com/news/us-says-airstrikes-in-syria-intended-to-send-message-to-iran/article_d2c2668e-1081-5753-be24-80f5a5052d97.html
1060050164	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								USA	AMERICAN	USA								0	114	114	11	3	-2.0	1	1	1	-3.1496062992126	1	Israel	IS	IS		31.5	34.75	IS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824230000	https://www.wfmz.com/news/us-says-airstrikes-in-syria-intended-to-send-message-to-iran/article_d2c2668e-1081-5753-be24-80f5a5052d97.html
1060050165	20220824	202208	2022	2022.6411	IRNGOV	IRANIAN	IRN					GOV			GOV	MINIST						GOV			1	051	051	05	1	3.4	11	2	11	4.99445676274945	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220824230000	https://www.thecable.ng/friend-in-need-is-friend-indeed-fg-seeks-stronger-military-ties-with-iran
1060050166	20220824	202208	2022	2022.6411	IRNGOV	IRANIAN	IRN					GOV			GOVMIL	MINIST OF DEFENCE						GOV	MIL		1	042	042	04	1	1.9	6	1	6	3.96341463414634	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220824230000	https://www.vanguardngr.com/2022/08/nigeria-seeks-stronger-military-cooperation-with-iran/
1060050167	20220824	202208	2022	2022.6411	IRNGOV	IRANIAN	IRN					GOV			GOVMIL	MINIST OF DEFENCE						GOV	MIL		1	042	042	04	1	1.9	3	1	3	5.85365853658537	1	Iran	IR	IR		32	53	IR	1	Nigeria	NI	NI		10	8	NI	1	Iran	IR	IR		32	53	IR	20220824230000	https://www.thecable.ng/friend-in-need-is-friend-indeed-fg-seeks-stronger-military-ties-with-iran
1060050168	20220824	202208	2022	2022.6411	IRQ	IRAQI	IRQ																		0	154	154	15	4	-7.2	10	1	10	-0.0733137829912103	1	Iraq	IZ	IZ		33	44	IZ	0								1	Iraq	IZ	IZ		33	44	IZ	20220824230000	https://warbirdsnews.com/warbird-articles/top-advanced-fighter-aircraft.html
1060050169	20220824	202208	2022	2022.6411	IRQ	IRAQ	IRQ																		1	194	194	19	4	-10.0	4	1	4	-3.11820159535895	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824230000	https://www.washingtoninstitute.org/policy-analysis/bidens-indifference-has-given-iran-upper-hand-iraq
1060050170	20220824	202208	2022	2022.6411	IRQ	IRAQ	IRQ																		1	194	194	19	4	-10.0	1	1	1	-3.11820159535895	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824230000	https://www.washingtoninstitute.org/policy-analysis/bidens-indifference-has-given-iran-upper-hand-iraq
1060050171	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								BUS	COMPANY						BUS			1	071	071	07	2	7.4	3	1	3	-2.28758169934641	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824230000	https://www.jta.org/2022/08/24/politics/robert-kraft-makes-1m-donation-to-aipacs-super-pac-while-george-soros-pours-1m-into-j-streets
1060050172	20220824	202208	2022	2022.6411	ISR	JERUSALEM	ISR								KAZ	KAZAKHSTAN	KAZ								1	043	043	04	1	2.8	2	1	2	-4.46735395189003	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20220824230000	https://religionnews.com/2022/08/24/potential-meeting-between-pope-francis-and-patriarch-kirill-canceled/
1060050173	20220824	202208	2022	2022.6411	ISR	JERUSALEM	ISR								KAZ	KAZAKHSTAN	KAZ								1	043	043	04	1	2.8	2	1	2	-4.46735395189003	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20220824230000	https://religionnews.com/2022/08/24/potential-meeting-between-pope-francis-and-patriarch-kirill-canceled/
1060050174	20220824	202208	2022	2022.6411	ISR	JERUSALEM	ISR								KAZ	KAZAKHSTAN	KAZ								1	046	046	04	1	7.0	2	1	2	-4.46735395189003	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Kazakhstan	KZ	KZ		48	68	KZ	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220824230000	https://religionnews.com/2022/08/24/potential-meeting-between-pope-francis-and-patriarch-kirill-canceled/
1060050175	20220824	202208	2022	2022.6411	ISR	JERUSALEM	ISR								KAZ	KAZAKHSTAN	KAZ								1	046	046	04	1	7.0	2	1	2	-4.46735395189003	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20220824230000	https://religionnews.com/2022/08/24/potential-meeting-between-pope-francis-and-patriarch-kirill-canceled/
1060050176	20220824	202208	2022	2022.6411	ITA	ITALY	ITA																		1	030	030	03	1	4.0	8	1	8	2.97397769516728	1	Italy	IT	IT		42.833333	12.833333	IT	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20220824230000	https://www.herald.co.zw/zim-sanctions-fight-gets-major-boost/
1060050177	20220824	202208	2022	2022.6411	ITA	ROME	ITA																		1	125	125	12	3	-5.0	5	1	5	-2.0618556701031	0								0								0								20220824230000	https://www.wrganews.com/2022/08/24/no-deal-rome-floyd-lost-committee-agrees-to-meet-again-friday/
1060050178	20220824	202208	2022	2022.6411	ITA	ROME	ITA								COP	POLICE						COP			1	012	012	01	1	-0.4	4	1	4	-3.601108033241	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220824230000	https://www.cbsnews.com/news/marjorie-taylor-greene-home-targeted-in-swatting-call/
1060050179	20220824	202208	2022	2022.6411	ITA	ITALY	ITA								COP	ARMED POLICE						COP			1	020	020	02	1	3.0	4	1	4	-3.601108033241	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220824230000	https://www.cbsnews.com/news/marjorie-taylor-greene-home-targeted-in-swatting-call/
1060050180	20220824	202208	2022	2022.6411	ITA	ITALY	ITA								ESP	SPAIN	ESP								0	042	042	04	1	1.9	1	1	1	-1.85185185185186	3	Brookhaven, Pennsylvania, United States	US	USPA	PA045	39.8693	-75.3824	1192192	3	Brookhaven, Pennsylvania, United States	US	USPA	PA045	39.8693	-75.3824	1192192	3	Brookhaven, Pennsylvania, United States	US	USPA	PA045	39.8693	-75.3824	1192192	20220824230000	https://freerepublic.com/tag/*/index?more=4088066
1060050181	20220824	202208	2022	2022.6411	ITA	SICILY	ITA								GRC	GREECE	GRC								1	043	043	04	1	2.8	10	1	10	-1.0840108401084	1	Italy	IT	IT		42.833333	12.833333	IT	1	Greece	GR	GR		39	22	GR	1	Italy	IT	IT		42.833333	12.833333	IT	20220824230000	https://wdrv.com/stings-new-album-the-bridge-due-out-november-19-hear-new-single-if-its-love-now/
1060050182	20220824	202208	2022	2022.6411	ITA	ITALIAN	ITA								KAZ	KAZAKHSTAN	KAZ								0	111	111	11	3	-2.0	1	1	1	-4.46735395189003	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20220824230000	https://religionnews.com/2022/08/24/potential-meeting-between-pope-francis-and-patriarch-kirill-canceled/
1060050183	20220824	202208	2022	2022.6411	ITA	ITALIAN	ITA								KAZ	KAZAKHSTAN	KAZ								0	111	111	11	3	-2.0	1	1	1	-4.46735395189003	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20220824230000	https://religionnews.com/2022/08/24/potential-meeting-between-pope-francis-and-patriarch-kirill-canceled/
1060050184	20220824	202208	2022	2022.6411	ITACOP	ROME	ITA					COP			COP	POLICE						COP			1	012	012	01	1	-0.4	6	1	6	-3.601108033241	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220824230000	https://www.cbsnews.com/news/marjorie-taylor-greene-home-targeted-in-swatting-call/
1060050185	20220824	202208	2022	2022.6411	ITACOP	ROME	ITA					COP			COP	POLICE						COP			1	193	193	19	4	-10.0	6	1	6	-3.601108033241	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220824230000	https://www.cbsnews.com/news/marjorie-taylor-greene-home-targeted-in-swatting-call/
1060050186	20220824	202208	2022	2022.6411	JAM	JAMAICA	JAM								JAMMED	JAMAICA	JAM					MED			0	051	051	05	1	3.4	1	1	1	3.66492146596859	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824230000	https://www.bendsource.com/bend/horoscope-week-of-august-25-2022/Content?oid=17557749
1060050187	20220824	202208	2022	2022.6411	JAM	JAMAICA	JAM								MED	WRITER						MED			0	051	051	05	1	3.4	2	1	2	3.66492146596859	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824230000	https://www.bendsource.com/bend/horoscope-week-of-august-25-2022/Content?oid=17557749
1060050188	20220824	202208	2022	2022.6411	JEW	JEWISH				JEW															0	071	071	07	2	7.4	10	1	10	-2.28758169934641	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20220824230000	https://www.jta.org/2022/08/24/politics/robert-kraft-makes-1m-donation-to-aipacs-super-pac-while-george-soros-pours-1m-into-j-streets
1060050189	20220824	202208	2022	2022.6411	JEWEDU	JEWISH				JEW		EDU			ISR	ISRAEL	ISR								1	022	022	02	1	3.2	5	1	5	-5.75296108291032	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824230000	https://www.middleeasteye.net/news/stop-weaponising-antisemitism-jewish-scholars-urge-un-members-support-israel-probe
1060050190	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN																		1	051	051	05	1	3.4	8	1	8	2.84090909090909	1	Thailand	TH	TH		15	100	TH	0								1	Thailand	TH	TH		15	100	TH	20220824230000	https://www.oklahoman.com/story/lifestyle/food/2022/08/24/top-7-places-in-the-oklahoma-city-metro-to-get-sushi/65388930007/
1060050191	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN								BUS	BANK						BUS			1	100	100	10	3	-5.0	10	1	10	-2.0997375328084	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220824230000	https://www.telegraphindia.com/business/bank-balance-sheet-alert/cid/1882247
1060050192	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN								EUR	EUROPE	EUR								1	0231	023	02	1	3.4	10	1	10	-2.0997375328084	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220824230000	https://www.telegraphindia.com/business/bank-balance-sheet-alert/cid/1882247
1060050193	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	3	1	3	2.84090909090909	4	Tsubaki, Tokushima, Japan	JA	JA39	36235	33.8167	134.683	-248618	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824230000	https://www.oklahoman.com/story/lifestyle/food/2022/08/24/top-7-places-in-the-oklahoma-city-metro-to-get-sushi/65388930007/
1060050194	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN								USA	NEW YORK	USA								1	042	042	04	1	1.9	1	1	1	2.84090909090909	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Fuzhou, Fujian, China	CH	CH07	13005	26.0614	119.306	-1905938	4	Fuzhou, Fujian, China	CH	CH07	13005	26.0614	119.306	-1905938	20220824230000	https://www.oklahoman.com/story/lifestyle/food/2022/08/24/top-7-places-in-the-oklahoma-city-metro-to-get-sushi/65388930007/
1060050195	20220824	202208	2022	2022.6411	JUD	SUPREME COURT						JUD													0	010	010	01	1	0.0	8	1	8	-1.01522842639594	3	Cleveland County, Oklahoma, United States	US	USOK	OK027	35.2001	-97.3003	1101801	0								3	Cleveland County, Oklahoma, United States	US	USOK		35.2001	-97.3003	1101801	20220824230000	https://www.normantranscript.com/news/updated-protest-filed-attorney-strikes-back-in-supreme-court-filing/article_79604f84-23e0-11ed-9765-7f16a95bb7e7.html
1060050196	20220824	202208	2022	2022.6411	JUD	SUPREME COURT						JUD													0	010	010	01	1	0.0	2	1	2	-1.01522842639594	3	Cleveland County, Oklahoma, United States	US	USOK	OK027	35.2001	-97.3003	1101801	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20220824230000	https://www.normantranscript.com/news/updated-protest-filed-attorney-strikes-back-in-supreme-court-filing/article_79604f84-23e0-11ed-9765-7f16a95bb7e7.html
1060050197	20220824	202208	2022	2022.6411	JUD	ATTORNEY						JUD													1	010	010	01	1	0.0	6	1	6	-5.22648083623694	3	New Orleans, Louisiana, United States	US	USLA	LA071	29.9546	-90.0751	1629985	0								3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	20220824230000	https://crooksandliars.com/2022/08/louisiana-hold-new-orleans-flood-funds
1060050198	20220824	202208	2022	2022.6411	JUD	ATTORNEY						JUD													1	011	011	01	1	-0.1	6	1	6	-3.601108033241	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220824230000	https://www.newschannel5.com/news/newschannel-5-investigates/casada-cothren-indictments-if-these-were-my-clients-i-would-tell-them-to-make-preparations-to-go-away
1060050199	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD													1	012	012	01	1	-0.4	5	1	5	-2.07253886010363	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824230000	http://www.msn.com/en-us/news/politics/email-shows-early-tension-between-trump-and-national-archives/ar-AA1140GB
1060050200	20220824	202208	2022	2022.6411	JUD	DISTRICT COURT						JUD													0	020	020	02	1	3.0	10	1	10	-1.51024811218986	3	East Carroll Parish, Louisiana, United States	US	USLA	LA035	32.7668	-91.2504	558534	0								3	East Carroll Parish, Louisiana, United States	US	USLA		32.7668	-91.2504	558534	20220824230000	https://www.theadvocate.com/baton_rouge/news/politics/legislature/article_53a3ea52-23fa-11ed-8749-b3388eabe485.html
1060050201	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD													1	030	030	03	1	4.0	10	1	10	-4.34782608695652	5	Northamptonshire, Northamptonshire, United Kingdom	UK	UKJ1	40124	52.316	-0.848108	-2604210	0								5	Northamptonshire, Northamptonshire, United Kingdom	UK	UKJ1	40124	52.316	-0.848108	-2604210	20220824230000	https://www.telegraph.co.uk/news/2022/08/24/harry-dunns-us-killer-could-finally-appear-british-court/
1060050202	20220824	202208	2022	2022.6411	JUD	ATTORNEY						JUD													1	050	050	05	1	3.5	8	1	8	-5.22648083623694	3	New Orleans, Louisiana, United States	US	USLA	LA071	29.9546	-90.0751	1629985	0								3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	20220824230000	https://crooksandliars.com/2022/08/louisiana-hold-new-orleans-flood-funds
1060050203	20220824	202208	2022	2022.6411	JUD	APPEALS COURT						JUD													0	051	051	05	1	3.4	6	1	6	-3.64500792393027	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20220824230000	http://www.msn.com/en-us/news/politics/unredacted-barr-memo-details-doj-rationale-for-not-charging-trump/ar-AA113R9z
1060050204	20220824	202208	2022	2022.6411	JUD	FEDERAL JUDGE						JUD													1	057	057	05	1	8.0	10	1	10	-1.8018018018018	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220824230000	https://apnews.com/article/alabama-lawsuits-montgomery-child-labor-ce220b95b57a89ae932a8e6df5178255
1060050205	20220824	202208	2022	2022.6411	JUD	ATTORNEY						JUD													1	143	143	14	3	-6.5	10	1	10	-1.01522842639594	3	Cleveland County, Oklahoma, United States	US	USOK	OK027	35.2001	-97.3003	1101801	0								3	Cleveland County, Oklahoma, United States	US	USOK		35.2001	-97.3003	1101801	20220824230000	https://www.normantranscript.com/news/updated-protest-filed-attorney-strikes-back-in-supreme-court-filing/article_79604f84-23e0-11ed-9765-7f16a95bb7e7.html
1060050206	20220824	202208	2022	2022.6411	JUD	ATTORNEY						JUD													1	173	173	17	4	-5.0	2	1	2	-7.23860589812332	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	0								3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	20220824230000	https://www.independentsentinel.com/hows-that-0-bail-working-out-ask-yolo/
1060050207	20220824	202208	2022	2022.6411	JUD	PROSECUTOR						JUD			BUS	BANK						BUS			0	016	016	01	1	-2.0	10	1	10	-11.2903225806452	3	Dane County, Wisconsin, United States	US	USWI	WI025	43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	20220824230000	https://madison.com/news/local/crime-and-courts/the-worst-kind-of-monster-man-gets-life-in-prison-for-2019-child-sex-assault/article_3c1fd9fa-86b5-5333-9879-883af38eeccf.html
1060050208	20220824	202208	2022	2022.6411	JUD	PROSECUTOR						JUD			BUS	BANK						BUS			0	173	173	17	4	-5.0	10	1	10	-11.2903225806452	3	Dane County, Wisconsin, United States	US	USWI	WI025	43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	20220824230000	https://madison.com/news/local/crime-and-courts/the-worst-kind-of-monster-man-gets-life-in-prison-for-2019-child-sex-assault/article_3c1fd9fa-86b5-5333-9879-883af38eeccf.html
1060050209	20220824	202208	2022	2022.6411	JUD	STATE SUPREME COURT						JUD			CHR	DIOCESE				CHR					0	042	042	04	1	1.9	10	1	10	2.26969292389853	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20220824230000	https://www.christianpost.com:443/church-ministries/court-rules-episcopal-church-not-entitled-to-6-church-properties.html
1060050210	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD			CVL	NEIGHBORHOOD						CVL			0	090	090	09	2	-2.0	10	1	10	-8.18083961248655	0								0								0								20220824230000	http://www.baltimoresun.com/news/crime/bs-md-ci-cr-sahiou-kargbo-murder-case-police-lieutenant-husband-james-blue-20220824-edb7mnhgwzbbpkecrzvihyng3i-story.html
1060050211	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD			GOV	PRIME MINISTER						GOV			1	020	020	02	1	3.0	8	1	8	-5.88235294117647	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20220824230000	https://gbn.gd/defence-lawyers-respond/
1060050212	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD			GRDGOV	GRENADA	GRD					GOV			1	020	020	02	1	3.0	2	1	2	-5.88235294117647	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20220824230000	https://gbn.gd/defence-lawyers-respond/
1060050213	20220824	202208	2022	2022.6411	JUD	SUPREME COURT						JUD			IND	ALLAHABAD	IND								1	100	100	10	3	-5.0	2	1	2	-5.66666666666667	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20220824230000	https://www.telegraphindia.com/india/supreme-court-reserves-verdict-on-yogi-speech/cid/1882237
