1060060202	20220825	202208	2022	2022.6438											USA	COLORADO	USA								1	040	040	04	1	1.0	4	1	4	-2.91750503018108	0								3	Continental Divide, New Mexico, United States	US	USNM		35.425	-108.315	1923007	3	Continental Divide, New Mexico, United States	US	USNM		35.425	-108.315	1923007	20220825003000	https://www.summitdaily.com/news/rerouting-only-paved-portion-of-continental-divide-trail-in-colorado-is-continued-challenge/
1060060203	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	040	040	04	1	1.0	6	1	6	-2.91750503018108	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220825003000	https://www.summitdaily.com/news/rerouting-only-paved-portion-of-continental-divide-trail-in-colorado-is-continued-challenge/
1060060204	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	-2.62216924910608	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825003000	https://www.clevelandjewishnews.com/jta/minn-gop-s-nominee-for-governor-says-comparing-covid-policies-to-the-holocaust-is-legitimate/article_05fa5ad1-708a-551f-b987-77c8c96fca6e.html
1060060205	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	-1.74291938997821	0								3	Shamokin, Pennsylvania, United States	US	USPA	PA097	40.789	-76.5588	1214013	3	Shamokin, Pennsylvania, United States	US	USPA	PA097	40.789	-76.5588	1214013	20220825003000	https://www.dailyitem.com/news/local-historian-to-talk-about-sunburys-bloody-spring/article_13ee710c-2305-11ed-b775-1f52b4ec1795.html
1060060206	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	-2.13523131672597	0								3	Michigan Technological University, Michigan, United States	US	USMI		47.1196	-88.5485	1617997	3	Michigan Technological University, Michigan, United States	US	USMI		47.1196	-88.5485	1617997	20220825003000	https://mynorthwest.com/3607260/isle-royale-wolf-population-surges-after-nearly-dying-off/
1060060207	20220825	202208	2022	2022.6438											USA	MINNESOTA	USA								0	042	042	04	1	1.9	3	1	3	-2.13523131672597	0								3	Lake Superior, Michigan, United States	US	USMI		47.5272	-87.7549	1618946	3	Lake Superior, Michigan, United States	US	USMI		47.5272	-87.7549	1618946	20220825003000	https://mynorthwest.com/3607260/isle-royale-wolf-population-surges-after-nearly-dying-off/
1060060208	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	-2.97872340425532	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220825003000	https://www.jsonline.com/story/entertainment/celebrities/2022/08/24/jill-biden-tests-positive-covid-second-time/7886052001/
1060060209	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	-9.52380952380952	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20220825003000	https://www.heraldbulletin.com/news/local_news/apd-investigating-shooting/article_9705fb54-23ec-11ed-be38-3f2a199a2cb9.html
1060060210	20220825	202208	2022	2022.6438											USA	WASHINGTON	USA								1	042	042	04	1	1.9	2	1	2	-2.97872340425532	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20220825003000	https://www.jsonline.com/story/entertainment/celebrities/2022/08/24/jill-biden-tests-positive-covid-second-time/7886052001/
1060060211	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	0.595238095238095	0								3	Lake Powell, Arizona, United States	US	USAZ		36.9361	-111.484	1431462	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220825003000	https://www.enn.com/articles/71022-lake-powell-still-shrinking
1060060212	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	6.45792563600783	0								3	West Hollywood, California, United States	US	USCA		34.09	-118.362	1652810	3	West Hollywood, California, United States	US	USCA		34.09	-118.362	1652810	20220825003000	https://www.thehollywoodgossip.com/2022/08/emma-slater-and-sasha-farber-its-over-after-4-years-of-marriage/
1060060213	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	6.45792563600783	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825003000	https://www.thehollywoodgossip.com/2022/08/emma-slater-and-sasha-farber-its-over-after-4-years-of-marriage/
1060060214	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	-4.6242774566474	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220825003000	https://www.ksdk.com/article/news/crime/missouri-man-sentenced-filming-underage-boys/63-22f52032-6e55-404b-9e02-719a176ebf20
1060060215	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	0	0								3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20220825003000	https://www.aei.org/op-eds/in-systemically-racist-america-lots-of-whites-vote-for-blacks/
1060060216	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	046	046	04	1	7.0	1	1	1	-2.91750503018108	0								3	Storm Peak, Colorado, United States	US	USCO		37.6869	-108.088	176805	3	Storm Peak, Colorado, United States	US	USCO		37.6869	-108.088	176805	20220825003000	https://www.summitdaily.com/news/rerouting-only-paved-portion-of-continental-divide-trail-in-colorado-is-continued-challenge/
1060060217	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	046	046	04	1	7.0	1	1	1	-2.91750503018108	0								3	Storm Peak, Colorado, United States	US	USCO		37.6869	-108.088	176805	3	Continental Divide, New Mexico, United States	US	USNM		35.425	-108.315	1923007	20220825003000	https://www.summitdaily.com/news/rerouting-only-paved-portion-of-continental-divide-trail-in-colorado-is-continued-challenge/
1060060218	20220825	202208	2022	2022.6438											USA	PHILADELPHIA	USA								1	046	046	04	1	7.0	4	1	4	0	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220825003000	https://www.aei.org/op-eds/in-systemically-racist-america-lots-of-whites-vote-for-blacks/
1060060219	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	046	046	04	1	7.0	8	1	8	0.30518819938963	0								3	Columbia Falls, Montana, United States	US	USMT		48.3725	-114.182	806934	3	Columbia Falls, Montana, United States	US	USMT		48.3725	-114.182	806934	20220825003000	https://flatheadbeacon.com/2022/08/24/developer-withdraws-river-highlands-application/
1060060220	20220825	202208	2022	2022.6438											USA	PHILADELPHIA	USA								1	046	046	04	1	7.0	8	1	8	0	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220825003000	https://www.aei.org/op-eds/in-systemically-racist-america-lots-of-whites-vote-for-blacks/
1060060221	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	-1.11111111111111	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20220825003000	https://www.hometownsource.com/forest_lake_times/news/forest-lake-columbus-and-scandia-political-landscapes-set-for-shakeup/article_e013b08a-23fa-11ed-a211-6f408abe0674.html
1060060222	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	4.04411764705882	0								3	Knox County, Tennessee, United States	US	USTN		36.0168	-83.9332	1639761	3	Knox County, Tennessee, United States	US	USTN		36.0168	-83.9332	1639761	20220825003000	https://www.wbir.com/article/news/local/dolly-parton-license-plate-benefits-imagination-library/51-b93929e5-4424-49f0-aa24-3428d7071c73
1060060223	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	-8.27586206896552	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20220825003000	https://www.celebdirtylaundry.com/2022/the-young-and-the-restless-spoilers-friday-august-26-billy-confuses-chelsea-nate-steals-the-show-victoria-fights-back/
1060060224	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	056	056	05	1	7.0	1	1	1	2.43619489559165	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825003000	https://www.wisn.com/article/milwaukee-college-students-families-react-student-loan-forgiveness-plan/40983793
1060060225	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	060	060	06	2	6.0	2	1	2	-1.74291938997821	0								3	Shamokin, Pennsylvania, United States	US	USPA	PA097	40.789	-76.5588	1214013	3	Shamokin, Pennsylvania, United States	US	USPA	PA097	40.789	-76.5588	1214013	20220825003000	https://www.dailyitem.com/news/local-historian-to-talk-about-sunburys-bloody-spring/article_13ee710c-2305-11ed-b775-1f52b4ec1795.html
1060060226	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	060	060	06	2	6.0	1	1	1	0.33333333333333	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220825003000	https://www.foxbusiness.com/technology/steve-jobs-apple-1-computer-prototype-sold-nearly-700k
1060060227	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	060	060	06	2	6.0	2	1	2	-1.74291938997821	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220825003000	https://www.dailyitem.com/news/local-historian-to-talk-about-sunburys-bloody-spring/article_13ee710c-2305-11ed-b775-1f52b4ec1795.html
1060060228	20220825	202208	2022	2022.6438											USA	LOS ANGELES	USA								1	071	071	07	2	7.4	10	1	10	-5.78512396694215	0								0								0								20220825003000	https://www.vladtv.com/article/286331/vanessa-bryant-wins-lawsuit-over-kobe-crash-site-photos-awarded-16
1060060229	20220825	202208	2022	2022.6438											USA	DETROIT	USA								1	080	080	08	2	5.0	8	1	8	0	0								3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20220825003000	https://www.aei.org/op-eds/in-systemically-racist-america-lots-of-whites-vote-for-blacks/
1060060230	20220825	202208	2022	2022.6438											USA	DETROIT	USA								1	080	080	08	2	5.0	2	1	2	0	0								3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220825003000	https://www.aei.org/op-eds/in-systemically-racist-america-lots-of-whites-vote-for-blacks/
1060060231	20220825	202208	2022	2022.6438											USA	FRESNO	USA								1	0874	087	08	2	10.0	10	1	10	4.12698412698413	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220825003000	https://www.universityofcalifornia.edu/news/campus-community-gathers-cheer-magnificent-new-students
1060060232	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	112	112	11	3	-2.0	1	1	1	-7.19602977667494	0								3	Lapeer County, Michigan, United States	US	USMI		43.1334	-83.2333	1622986	3	Lapeer County, Michigan, United States	US	USMI		43.1334	-83.2333	1622986	20220825003000	https://www.sfgate.com/news/article/Ogemaw-Deputy-Excessive-Force-17394977.php
1060060233	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	112	112	11	3	-2.0	1	1	1	-3.52112676056338	0								3	Springfield, Massachusetts, United States	US	USMA	MA013	42.1015	-72.5898	609092	3	Springfield, Massachusetts, United States	US	USMA	MA013	42.1015	-72.5898	609092	20220825003000	https://flatheadbeacon.com/2022/08/24/watchdog-ex-interior-head-zinke-lied-during-casino-probe/
1060060234	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	112	112	11	3	-2.0	1	1	1	-7.19602977667494	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220825003000	https://www.sfgate.com/news/article/Ogemaw-Deputy-Excessive-Force-17394977.php
1060060235	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	128	128	12	3	-5.0	2	1	2	-3.29277022190408	0								3	Big Bear Lake, California, United States	US	USCA		34.2439	-116.911	1652673	3	Big Bear Lake, California, United States	US	USCA		34.2439	-116.911	1652673	20220825003000	https://www.kcrw.com/news/shows/greater-la/wildfires-hedwig-angry-inch/big-bear-us-forest-service
1060060236	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	128	128	12	3	-5.0	3	1	3	-3.29277022190408	0								3	San Bernardino National Forest, California, United States	US	USCA		34.0602	-116.959	1851859	3	San Bernardino National Forest, California, United States	US	USCA		34.0602	-116.959	1851859	20220825003000	https://www.kcrw.com/news/shows/greater-la/wildfires-hedwig-angry-inch/big-bear-us-forest-service
1060060237	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	128	128	12	3	-5.0	1	1	1	-3.29277022190408	0								3	San Bernardino National Forest, California, United States	US	USCA		34.0602	-116.959	1851859	2	California, United States	US	USCA		36.17	-119.746	CA	20220825003000	https://www.kcrw.com/news/shows/greater-la/wildfires-hedwig-angry-inch/big-bear-us-forest-service
1060060238	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	128	128	12	3	-5.0	2	1	2	-3.29277022190408	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825003000	https://www.kcrw.com/news/shows/greater-la/wildfires-hedwig-angry-inch/big-bear-us-forest-service
1060060239	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	8	1	8	-6.37583892617449	0								3	Fredericksburg, Texas, United States	US	USTX	TX171	30.2752	-98.872	1336174	3	Fredericksburg, Texas, United States	US	USTX	TX171	30.2752	-98.872	1336174	20220825003000	https://fredericksburg.com/news/local/crime-and-courts/former-teacher-sentenced-to-two-years-for-exchanging-sexual-messages-with-teen/article_8b1ab3e2-da5b-5324-a735-56ef1e65c130.html
1060060240	20220825	202208	2022	2022.6438											USA	WISCONSIN	USA								0	173	173	17	4	-5.0	2	1	2	-7.54310344827586	0								3	Sheboygan, Wisconsin, United States	US	USWI	WI117	43.7508	-87.7145	1573989	3	Sheboygan, Wisconsin, United States	US	USWI	WI117	43.7508	-87.7145	1573989	20220825003000	https://www.wisn.com/article/wisconsin-inmates-sue-gov-tony-evers-over-delays/40984144
1060060241	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								0	173	173	17	4	-5.0	4	1	4	-4.14572864321608	0								3	Sylacauga, Alabama, United States	US	USAL	AL121	33.1732	-86.2516	160702	3	Sylacauga, Alabama, United States	US	USAL	AL121	33.1732	-86.2516	160702	20220825003000	https://atlantablackstar.com/2022/08/24/black-pastor-gears-up-to-file-lawsuit-against-alabama-police-department-over-his-arrest-set-in-motion-by-his-watering-neighbors-flowers/
1060060242	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-4.46194225721785	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220825003000	https://www.theguardian.com/us-news/2022/aug/24/ghislaine-maxwell-law-firm-lawsuit
1060060243	20220825	202208	2022	2022.6438											USA	WISCONSIN	USA								0	173	173	17	4	-5.0	8	1	8	-7.54310344827586	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Sheboygan, Wisconsin, United States	US	USWI	WI117	43.7508	-87.7145	1573989	20220825003000	https://www.wisn.com/article/wisconsin-inmates-sue-gov-tony-evers-over-delays/40984144
1060060244	20220825	202208	2022	2022.6438											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	0.84388185654008	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20220825003000	https://patch.com/new-york/shirley-mastic/li-man-battling-addiction-never-allowed-hopelessness-creep
1060060245	20220825	202208	2022	2022.6438											USABUS	INDIANAPOLIS	USA					BUS			1	060	060	06	2	6.0	10	1	10	6.08695652173913	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825003000	https://www.wbls.com/news/entertainment/madam-c-j-walker-honored-by-barbie-with-her-own-doll/
1060060246	20220825	202208	2022	2022.6438											USACOP	UNITED STATES	USA					COP			1	046	046	04	1	7.0	6	1	6	-3.16455696202532	0								3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	20220825003000	https://www.argusleader.com/story/news/crime/2022/08/24/crystal-brady-named-new-police-chief-vermillion-south-dakota/7887892001/
1060060247	20220825	202208	2022	2022.6438											USAEDU	UNITED STATES	USA					EDU			1	043	043	04	1	2.8	4	1	4	-7.10059171597633	0								3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	20220825003000	https://star1021.iheart.com/content/2022-08-24-uvalde-funeral-homes-refused-services-for-robb-elementary-school-shooter-salvador-ramos/
1060060248	20220825	202208	2022	2022.6438											USAGOV	UNITED STATES	USA					GOV			1	043	043	04	1	2.8	2	1	2	-4.60048426150121	0								3	Putnam County, West Virginia, United States	US	USWV		38.5168	-81.8832	1550046	3	Putnam County, West Virginia, United States	US	USWV		38.5168	-81.8832	1550046	20220825003000	https://www.wvgazettemail.com/news/health/wv-files-lawsuit-against-kroger-for-opioid-distribution-practices/article_b9998c16-eb7f-5901-a9cd-62fc506bffb2.html
1060060249	20220825	202208	2022	2022.6438											USAMED	UNITED STATES	USA					MED			0	043	043	04	1	2.8	2	1	2	1.47783251231528	0								3	City Of Evanston, Illinois, United States	US	USIL		42.0462	-87.6942	2394709	3	City Of Evanston, Illinois, United States	US	USIL		42.0462	-87.6942	2394709	20220825003000	https://news.northwestern.edu/stories/2022/08/guaranteed-income-for-evanston-residents/
1060060250	20220825	202208	2022	2022.6438											USAMED	UNITED STATES	USA					MED			0	043	043	04	1	2.8	2	1	2	1.47783251231528	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220825003000	https://news.northwestern.edu/stories/2022/08/guaranteed-income-for-evanston-residents/
1060060251	20220825	202208	2022	2022.6438											USAMIL	WYOMING	USA					MIL			0	036	036	03	1	4.0	6	1	6	1.83006535947712	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20220825003000	https://www.wyomingnews.com/news/local_news/legislators-hope-to-provide-support-to-wyoming-guard-for-recruitment/article_aeb31448-23f7-11ed-965d-efc8bd164b23.html
1060060252	20220825	202208	2022	2022.6438											VNM	VIETNAM	VNM								1	036	036	03	1	4.0	8	1	8	4.3956043956044	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220825003000	https://www.bangkokpost.com/thailand/pr/2376020/royal-cargo-vietnam-invitation-announcement
1060060253	20220825	202208	2022	2022.6438											nai	NATIVE AMERICAN			nai						1	042	042	04	1	1.9	2	1	2	-1.74291938997821	0								3	Shamokin, Pennsylvania, United States	US	USPA	PA097	40.789	-76.5588	1214013	3	Shamokin, Pennsylvania, United States	US	USPA	PA097	40.789	-76.5588	1214013	20220825003000	https://www.dailyitem.com/news/local-historian-to-talk-about-sunburys-bloody-spring/article_13ee710c-2305-11ed-b775-1f52b4ec1795.html
1060060254	20220825	202208	2022	2022.6438											nai	NATIVE AMERICAN			nai						1	060	060	06	2	6.0	1	1	1	-1.74291938997821	0								3	Shamokin, Pennsylvania, United States	US	USPA	PA097	40.789	-76.5588	1214013	3	Shamokin, Pennsylvania, United States	US	USPA	PA097	40.789	-76.5588	1214013	20220825003000	https://www.dailyitem.com/news/local-historian-to-talk-about-sunburys-bloody-spring/article_13ee710c-2305-11ed-b775-1f52b4ec1795.html
1060060255	20220825	202208	2022	2022.6438											nai	NATIVE AMERICAN			nai						1	060	060	06	2	6.0	1	1	1	-1.74291938997821	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220825003000	https://www.dailyitem.com/news/local-historian-to-talk-about-sunburys-bloody-spring/article_13ee710c-2305-11ed-b775-1f52b4ec1795.html
1060060256	20220825	202208	2022	2022.6438	AFG	KABUL	AFG																		0	043	043	04	1	2.8	2	1	2	-3.35429769392033	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	20220825003000	https://www.devdiscourse.com/article/international/2154712-ttp-commanders-on-hiatus-after-killing-of-top-commanders-of-terror-outfit
1060060257	20220825	202208	2022	2022.6438	AFG	KABUL	AFG																		0	043	043	04	1	2.8	8	1	8	-3.35429769392033	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220825003000	https://www.devdiscourse.com/article/international/2154712-ttp-commanders-on-hiatus-after-killing-of-top-commanders-of-terror-outfit
1060060258	20220825	202208	2022	2022.6438	AFG	AFGHAN	AFG								JORELI	HASSAN	JOR					ELI			0	112	112	11	3	-2.0	4	1	4	-3.35429769392033	4	Dawlat, Ghowr, Afghanistan	AF	AF09	99968	33.897	65.4013	-3373577	4	Dawlat, Ghowr, Afghanistan	AF	AF09	99968	33.897	65.4013	-3373577	4	Dawlat, Ghowr, Afghanistan	AF	AF09	99968	33.897	65.4013	-3373577	20220825003000	https://www.devdiscourse.com/article/international/2154712-ttp-commanders-on-hiatus-after-killing-of-top-commanders-of-terror-outfit
1060060259	20220825	202208	2022	2022.6438	AFG	KABUL	AFG								LEG	REPRESENTATIVES						LEG			0	013	013	01	1	0.4	10	1	10	-3.35429769392033	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220825003000	https://www.devdiscourse.com/article/international/2154712-ttp-commanders-on-hiatus-after-killing-of-top-commanders-of-terror-outfit
1060060260	20220825	202208	2022	2022.6438	AFG	KABUL	AFG								LEG	REPRESENTATIVES						LEG			0	043	043	04	1	2.8	10	1	10	-3.35429769392033	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220825003000	https://www.devdiscourse.com/article/international/2154712-ttp-commanders-on-hiatus-after-killing-of-top-commanders-of-terror-outfit
1060060261	20220825	202208	2022	2022.6438	AFG	AFGHANISTAN	AFG								PAK	PAKISTAN	PAK								0	046	046	04	1	7.0	2	1	2	-3.35429769392033	4	Khorasani, Ghowr, Afghanistan	AF	AF09	3541	34.1908	63.6779	9098892	4	Maulvi, Balochistan, Pakistan	PK	PK02	40296	28.484	67.6694	10558449	4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	20220825003000	https://www.devdiscourse.com/article/international/2154712-ttp-commanders-on-hiatus-after-killing-of-top-commanders-of-terror-outfit
1060060262	20220825	202208	2022	2022.6438	AFG	AFGHANISTAN	AFG								PAK	PAKISTAN	PAK								0	046	046	04	1	7.0	2	1	2	-3.35429769392033	4	Khorasani, Ghowr, Afghanistan	AF	AF09	3541	34.1908	63.6779	9098892	4	Khorasani, Ghowr, Afghanistan	AF	AF09	3541	34.1908	63.6779	9098892	4	Maulvi, Balochistan, Pakistan	PK	PK02	40296	28.484	67.6694	10558449	20220825003000	https://www.devdiscourse.com/article/international/2154712-ttp-commanders-on-hiatus-after-killing-of-top-commanders-of-terror-outfit
1060060263	20220825	202208	2022	2022.6438	AFGGOV	AFGHAN	AFG					GOV			JORELI	HASSAN	JOR					ELI			0	112	112	11	3	-2.0	6	1	6	-3.35429769392033	4	Dawlat, Ghowr, Afghanistan	AF	AF09	99968	33.897	65.4013	-3373577	4	Dawlat, Ghowr, Afghanistan	AF	AF09	99968	33.897	65.4013	-3373577	4	Dawlat, Ghowr, Afghanistan	AF	AF09	99968	33.897	65.4013	-3373577	20220825003000	https://www.devdiscourse.com/article/international/2154712-ttp-commanders-on-hiatus-after-killing-of-top-commanders-of-terror-outfit
1060060264	20220825	202208	2022	2022.6438	AFR	AFRICA	AFR								JPN	TOKYO	JPN								1	042	042	04	1	1.9	8	1	8	2.54237288135593	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825003000	https://www.tap.info.tn/en/Portal-Economy/15487395-three-decades-of
1060060265	20220825	202208	2022	2022.6438	AGR	FISHER						AGR													0	012	012	01	1	-0.4	30	3	30	-0.686633760449756	4	Steveston, British Columbia, Canada	CA	CA02	12552	49.1333	-123.183	-574170	0								4	Steveston, British Columbia, Canada	CA	CA02	12552	49.1333	-123.183	-574170	20220825003000	https://www.pentictonherald.ca/news/national_news/article_2f8d525d-0882-565e-afa8-4fc99ee26c10.html
1060060266	20220825	202208	2022	2022.6438	AGR	FISHER						AGR													0	111	111	11	3	-2.0	6	1	6	-3.11958405545927	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20220825003000	https://www.celebdirtylaundry.com/2022/the-young-and-the-restless-spoilers-thursday-august-25-recap-kyle-calls-out-dianes-flirting-adam-says-no-to-jabot/
1060060267	20220825	202208	2022	2022.6438	AGR	FISHER						AGR													0	112	112	11	3	-2.0	6	1	6	-3.11958405545927	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20220825003000	https://www.celebdirtylaundry.com/2022/the-young-and-the-restless-spoilers-thursday-august-25-recap-kyle-calls-out-dianes-flirting-adam-says-no-to-jabot/
1060060268	20220825	202208	2022	2022.6438	AGR	FISHER						AGR			CAN	CANADA	CAN								0	042	042	04	1	1.9	10	3	10	-0.698130705046063	4	Cowichan Bay, British Columbia, Canada	CA	CA02	12548	48.7333	-123.617	-563084	4	Cowichan Bay, British Columbia, Canada	CA	CA02	12548	48.7333	-123.617	-563084	4	Cowichan Bay, British Columbia, Canada	CA	CA02	12548	48.7333	-123.617	-563084	20220825003000	https://www.pentictonherald.ca/news/national_news/article_2f8d525d-0882-565e-afa8-4fc99ee26c10.html
