1060108738	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								TWNOPP	TAIWANESE	TWN					OPP			1	043	043	04	1	2.8	4	1	4	-1.25	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.bnnbloomberg.ca/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home-1.1810217
1060108739	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								TWNOPP	TAIWAN	TWN					OPP			1	043	043	04	1	2.8	2	1	2	-1.25	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220825083000	https://www.bnnbloomberg.ca/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home-1.1810217
1060108740	20220825	202208	2022	2022.6438	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								0	112	112	11	3	-2.0	1	1	1	-4.01606425702811	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.theepochtimes.com/australian-media-revealed-life-behind-bars-of-detained-australian-journalist-in-china_4687918.html
1060108741	20220825	202208	2022	2022.6438	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								0	112	112	11	3	-2.0	1	1	1	-4.01606425702811	4	Xiao Qian, Hainan, China	CH	CH31	13072	19.6709	109.359	6023560	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.theepochtimes.com/australian-media-revealed-life-behind-bars-of-detained-australian-journalist-in-china_4687918.html
1060108742	20220825	202208	2022	2022.6438	CHNGOVMIL	CHINA	CHN					GOV	MIL		GOVMIL	DEFENSE MINIST						GOV	MIL		1	043	043	04	1	2.8	1	1	1	-0.23584905660377	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108743	20220825	202208	2022	2022.6438	CHNGOVMIL	CHINA	CHN					GOV	MIL		GOVMIL	DEFENSE MINIST						GOV	MIL		0	043	043	04	1	2.8	1	1	1	-0.23584905660377	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20220825083000	http://english.chinamil.com.cn/view/2022-08/24/content_10180255.htm?yikikata=df6fa306-48d3237c2d9075c022165a6914fa99bb
1060108744	20220825	202208	2022	2022.6438	CHNJUD	CHINESE	CHN					JUD			CHN	CHINESE	CHN								0	042	042	04	1	1.9	6	1	6	-4.01606425702811	4	Xiao Qian, Hainan, China	CH	CH31	13072	19.6709	109.359	6023560	4	Xiao Qian, Hainan, China	CH	CH31	13072	19.6709	109.359	6023560	4	Xiao Qian, Hainan, China	CH	CH31	13072	19.6709	109.359	6023560	20220825083000	https://www.theepochtimes.com/australian-media-revealed-life-behind-bars-of-detained-australian-journalist-in-china_4687918.html
1060108745	20220825	202208	2022	2022.6438	CHNJUD	CHINA	CHN					JUD			CHN	CHINESE	CHN								0	043	043	04	1	2.8	2	1	2	-4.01606425702811	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.theepochtimes.com/australian-media-revealed-life-behind-bars-of-detained-australian-journalist-in-china_4687918.html
1060108746	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR					BGD	BANGLADESH	BGD								0	010	010	01	1	0.0	1	1	1	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108747	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR					BGD	BANGLADESH	BGD								1	043	043	04	1	2.8	1	1	1	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108748	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR					CRM	CRIMINAL						CRM			0	010	010	01	1	0.0	3	1	3	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108749	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR					GOV	GOVERNMENT						GOV			0	100	100	10	3	-5.0	3	1	3	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108750	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR					IGOUNOREFHCR	UNHCR		UNO				IGO	REF		0	050	050	05	1	3.5	3	1	3	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108751	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR					IGOUNOREFHCR	UNHCR		UNO				IGO	REF		0	051	051	05	1	3.4	3	1	3	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108752	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR					MIL	ARMY						MIL			1	012	012	01	1	-0.4	3	1	3	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108753	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR					MIL	ARMY						MIL			1	042	042	04	1	1.9	3	1	3	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108754	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR					REF	REFUGEE						REF			0	051	051	05	1	3.4	3	1	3	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108755	20220825	202208	2022	2022.6438	COD	DEMOCRATIC REPUBLIC OF CONGO	COD																		0	040	040	04	1	1.0	5	1	5	-7.93478260869569	1	Congo	CF	CF		-1	15	CF	0								1	Congo	CF	CF		-1	15	CF	20220825083000	https://menafn.com/1104753447/Women-Refugees-Fleeing-Violence-Seek-Safety-In-South-Africa-But-They-Dont-Find-It
1060108756	20220825	202208	2022	2022.6438	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								BDI	BURUNDI	BDI								0	040	040	04	1	1.0	5	1	5	-7.93478260869569	1	Congo	CF	CF		-1	15	CF	1	Burundi	BY	BY		-3.5	30	BY	1	Congo	CF	CF		-1	15	CF	20220825083000	https://menafn.com/1104753447/Women-Refugees-Fleeing-Violence-Seek-Safety-In-South-Africa-But-They-Dont-Find-It
1060108757	20220825	202208	2022	2022.6438	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								RWA	RWANDA	RWA								0	040	040	04	1	1.0	1	1	1	-7.93478260869569	1	Congo	CF	CF		-1	15	CF	1	Burundi	BY	BY		-3.5	30	BY	1	Congo	CF	CF		-1	15	CF	20220825083000	https://menafn.com/1104753447/Women-Refugees-Fleeing-Violence-Seek-Safety-In-South-Africa-But-They-Dont-Find-It
1060108758	20220825	202208	2022	2022.6438	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								RWA	RWANDA	RWA								0	040	040	04	1	1.0	4	1	4	-7.93478260869569	1	Congo	CF	CF		-1	15	CF	1	Rwanda	RW	RW		-2	30	RW	1	Congo	CF	CF		-1	15	CF	20220825083000	https://menafn.com/1104753447/Women-Refugees-Fleeing-Violence-Seek-Safety-In-South-Africa-But-They-Dont-Find-It
1060108759	20220825	202208	2022	2022.6438	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								ZWE	ZIMBABWE	ZWE								0	040	040	04	1	1.0	1	1	1	-7.93478260869569	1	Congo	CF	CF		-1	15	CF	1	Rwanda	RW	RW		-2	30	RW	1	Congo	CF	CF		-1	15	CF	20220825083000	https://menafn.com/1104753447/Women-Refugees-Fleeing-Violence-Seek-Safety-In-South-Africa-But-They-Dont-Find-It
1060108760	20220825	202208	2022	2022.6438	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								ZWE	ZIMBABWE	ZWE								0	040	040	04	1	1.0	4	1	4	-7.93478260869569	1	Congo	CF	CF		-1	15	CF	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Congo	CF	CF		-1	15	CF	20220825083000	https://menafn.com/1104753447/Women-Refugees-Fleeing-Violence-Seek-Safety-In-South-Africa-But-They-Dont-Find-It
1060108761	20220825	202208	2022	2022.6438	COP	POLICE						COP													0	010	010	01	1	0.0	3	1	3	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	0								4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108762	20220825	202208	2022	2022.6438	COP	POLICE						COP													0	010	010	01	1	0.0	5	1	5	-6.66144200626959	3	Muscogee County, Georgia, United States	US	USGA	GA215	32.5007	-84.8666	357428	0								3	Muscogee County, Georgia, United States	US	USGA		32.5007	-84.8666	357428	20220825083000	https://www.corrections1.com/jail-management/articles/ga-police-chief-and-sheriff-sparred-over-jail-operations-before-near-fight-in-july-emails-show-F3nKJH8XJ1r8Zt0N/
1060108763	20220825	202208	2022	2022.6438	COP	POLICE						COP													1	020	020	02	1	3.0	10	1	10	-2.9126213592233	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Surry Hills, New South Wales, Australia	AS	AS02	154637	-33.8861	151.214	352783	20220825083000	https://www.dailymail.co.uk/news/article-11144513/Sydney-news-Fears-new-mum-30-two-month-old-baby-suddenly-vanish.html
1060108764	20220825	202208	2022	2022.6438	COP	POLICE						COP													1	020	020	02	1	3.0	10	1	10	-2.9126213592233	4	Surry Hills, New South Wales, Australia	AS	AS02	154637	-33.8861	151.214	352783	0								4	Surry Hills, New South Wales, Australia	AS	AS02	154637	-33.8861	151.214	352783	20220825083000	https://www.dailymail.co.uk/news/article-11144513/Sydney-news-Fears-new-mum-30-two-month-old-baby-suddenly-vanish.html
1060108765	20220825	202208	2022	2022.6438	COP	POLICE						COP													0	040	040	04	1	1.0	2	1	2	-5.73286052009456	4	Ukhia, Chittagong, Bangladesh	BG	BG84	5772	21.2445	92.1396	-2737007	0								4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108766	20220825	202208	2022	2022.6438	COP	POLICE						COP													0	040	040	04	1	1.0	8	1	8	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	0								4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108767	20220825	202208	2022	2022.6438	COP	PRISON						COP													0	190	190	19	4	-10.0	10	1	10	-0.85795996186844	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20220825083000	https://www.tomsguide.com/news/she-hulk-episode-2-ending-and-easter-eggs-where-it-fits-in-mcu-timeline
1060108768	20220825	202208	2022	2022.6438	COP	POLICE						COP			BGD	BANGLADESH	BGD								0	010	010	01	1	0.0	1	1	1	-5.73286052009456	4	Ukhia, Chittagong, Bangladesh	BG	BG84	5772	21.2445	92.1396	-2737007	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108769	20220825	202208	2022	2022.6438	COP	POLICE						COP			BGD	BANGLADESH	BGD								0	010	010	01	1	0.0	1	1	1	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108770	20220825	202208	2022	2022.6438	COP	POLICE						COP			CHN	CHINESE	CHN								0	080	080	08	2	5.0	8	1	8	-4.01606425702811	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.theepochtimes.com/australian-media-revealed-life-behind-bars-of-detained-australian-journalist-in-china_4687918.html
1060108771	20220825	202208	2022	2022.6438	COP	POLICE						COP			CHN	CHINESE	CHN								0	080	080	08	2	5.0	2	1	2	-4.01606425702811	1	Australia	AS	AS		-25	135	AS	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.theepochtimes.com/australian-media-revealed-life-behind-bars-of-detained-australian-journalist-in-china_4687918.html
1060108772	20220825	202208	2022	2022.6438	COP	DEPUTY						COP			COPMIL	DEPUTY						COP	MIL		1	040	040	04	1	1.0	14	2	14	-5.50509938211867	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20220825083000	https://taarifa.rw/igp-munyuza-visits-singapore-police-units/
1060108773	20220825	202208	2022	2022.6438	COP	POLICE						COP			EDU	PROFESSOR						EDU			0	012	012	01	1	-0.4	10	1	10	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108774	20220825	202208	2022	2022.6438	COP	POLICE						COP			GOV	FIRE DEPARTMENT						GOV			1	070	070	07	2	7.0	10	1	10	-6.74157303370786	3	Phoenix Police Department, Arizona, United States	US	USAZ	AZ013	33.4486	-112.082	2672287	3	Phoenix Police Department, Arizona, United States	US	USAZ		33.4486	-112.082	2672287	3	Phoenix Police Department, Arizona, United States	US	USAZ		33.4486	-112.082	2672287	20220825083000	https://ktar.com/story/5211724/detectives-investigating-homicide-that-left-19-year-old-dead-in-west-phoenix/
1060108775	20220825	202208	2022	2022.6438	COP	PRISON						COP			HINAST700	YOGA				HIN					1	040	040	04	1	1.0	5	1	5	-0.85795996186844	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825083000	https://www.tomsguide.com/news/she-hulk-episode-2-ending-and-easter-eggs-where-it-fits-in-mcu-timeline
1060108776	20220825	202208	2022	2022.6438	COP	POLICE FORCE						COP			HINAST700	YOGA				HIN					1	090	090	09	2	-2.0	10	1	10	-0.85348506401138	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220825083000	https://www.spectator.co.uk/article/yoga-has-become-a-hot-cultish-mess
1060108777	20220825	202208	2022	2022.6438	COP	POLICE OFFICER						COP			JPNELI	JAPANESE	JPN					ELI			1	193	193	19	4	-10.0	6	1	3	-3.22580645161291	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220825083000	https://www.jpost.com/international/article-715551
1060108778	20220825	202208	2022	2022.6438	COP	POLICE						COP			MMR	MYANMAR	MMR								0	063	063	06	2	7.4	10	1	10	-5.98705501618123	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220825083000	http://twocircles.net/2022aug25/446704.html
1060108779	20220825	202208	2022	2022.6438	COP	POLICE						COP			MNCJPN	HONDA	JPN					MNC			1	153	153	15	4	-7.2	10	1	10	-5.2	0								0								0								20220825083000	https://www.herefordtimes.com/news/20622151.banned-herefordshire-man-caught-hitting-kerb/
1060108780	20220825	202208	2022	2022.6438	COP	POLICE						COP			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	1	1	1	-4.34227330779055	3	Harris County, Texas, United States	US	USTX	TX201	29.8336	-95.4002	1383886	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Kingwood, Texas, United States	US	USTX	TX201	30.0336	-95.261	1385469	20220825083000	https://www.houstonchronicle.com/opinion/letters/article/Opinion-Why-are-we-paying-for-Paxton-s-legal-17396175.php
1060108781	20220825	202208	2022	2022.6438	COP	POLICE						COP			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-4.34227330779055	3	Harris County, Texas, United States	US	USTX	TX201	29.8336	-95.4002	1383886	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825083000	https://www.houstonchronicle.com/opinion/letters/article/Opinion-Why-are-we-paying-for-Paxton-s-legal-17396175.php
1060108782	20220825	202208	2022	2022.6438	COPGOV	DEPUTY						COP	GOV		USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-3.28767123287671	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://focustaiwan.tw/politics/202208250010
1060108783	20220825	202208	2022	2022.6438	COPGOV	DEPUTY						COP	GOV		USA	WASHINGTON	USA								1	040	040	04	1	1.0	8	1	8	-3.28767123287671	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://focustaiwan.tw/politics/202208250010
1060108784	20220825	202208	2022	2022.6438	COPMIL	ARMED POLICE						COP	MIL												0	084	084	08	2	7.0	3	1	3	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	0								4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108785	20220825	202208	2022	2022.6438	COPMIL	ARMED POLICE						COP	MIL		BGD	BANGLADESH	BGD								0	046	046	04	1	7.0	8	1	8	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Ukhia, Chittagong, Bangladesh	BG	BG84	5772	21.2445	92.1396	-2737007	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108786	20220825	202208	2022	2022.6438	COPMIL	ARMED POLICE						COP	MIL		BGD	BANGLADESH	BGD								0	046	046	04	1	7.0	2	1	2	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	1	Myanmar	BM	BM		22	98	BM	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060108787	20220825	202208	2022	2022.6438	COPMIL	DEPUTY						COP	MIL		RWA	RWANDA	RWA								1	040	040	04	1	1.0	4	1	4	-4.95049504950495	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20220825083000	https://taarifa.rw/igp-munyuza-visits-singapore-police-units/
1060108788	20220825	202208	2022	2022.6438	CRM	ILLEGAL IMMIGRANT						CRM													0	043	043	04	1	2.8	10	1	10	-5.98705501618123	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220825083000	http://twocircles.net/2022aug25/446704.html
1060108789	20220825	202208	2022	2022.6438	CRM	THIEF						CRM													1	172	172	17	4	-5.0	10	1	10	-11.5384615384615	0								0								0								20220825083000	https://www.herefordtimes.com/news/20626592.hereford-x-box-thief-handed-contact-ban-court/
1060108790	20220825	202208	2022	2022.6438	CRM	CRIMINAL						CRM													0	180	180	18	4	-9.0	5	1	5	-6.17760617760618	1	Bangladesh	BG	BG		24	90	BG	0								1	Bangladesh	BG	BG		24	90	BG	20220825083000	https://bdnews24.com/bangladesh/7fzwhot0n0
1060108791	20220825	202208	2022	2022.6438	CRM	CRIMINAL						CRM			GOV	AUTHORITIES						GOV			0	015	015	01	1	0.0	10	1	10	-6.17760617760618	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825083000	https://bdnews24.com/bangladesh/7fzwhot0n0
1060108792	20220825	202208	2022	2022.6438	CRM	CROOK						CRM			USA	TEXAS	USA								1	110	110	11	3	-2.0	10	1	10	-4.34227330779055	3	Harris County, Texas, United States	US	USTX	TX201	29.8336	-95.4002	1383886	3	Harris County, Texas, United States	US	USTX		29.8336	-95.4002	1383886	3	Harris County, Texas, United States	US	USTX		29.8336	-95.4002	1383886	20220825083000	https://www.houstonchronicle.com/opinion/letters/article/Opinion-Why-are-we-paying-for-Paxton-s-legal-17396175.php
1060108793	20220825	202208	2022	2022.6438	CRM	CROOK						CRM			USA	TEXAS	USA								1	112	112	11	3	-2.0	10	1	10	-4.34227330779055	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825083000	https://www.houstonchronicle.com/opinion/letters/article/Opinion-Why-are-we-paying-for-Paxton-s-legal-17396175.php
1060108794	20220825	202208	2022	2022.6438	CUB	CUBA	CUB																		0	040	040	04	1	1.0	2	1	2	3.42717258261934	4	Canasta, Santiago de Cuba, Cuba	CU	CU15	14787	20.4333	-76.0333	-1624701	0								4	Canasta, Santiago de Cuba, Cuba	CU	CU15	14787	20.4333	-76.0333	-1624701	20220825083000	https://www.newjerseyhills.com/observer-tribune/news/whats-happening-at-the-mendham-library/article_ce4cd379-7a44-599a-8c86-ed0c1fc20b99.html
1060108795	20220825	202208	2022	2022.6438	CUB	CUBA	CUB																		0	051	051	05	1	3.4	2	1	2	3.42717258261934	4	Canasta, Santiago de Cuba, Cuba	CU	CU15	14787	20.4333	-76.0333	-1624701	0								4	Canasta, Santiago de Cuba, Cuba	CU	CU15	14787	20.4333	-76.0333	-1624701	20220825083000	https://www.newjerseyhills.com/observer-tribune/news/whats-happening-at-the-mendham-library/article_ce4cd379-7a44-599a-8c86-ed0c1fc20b99.html
1060108796	20220825	202208	2022	2022.6438	CVL	RESIDENTS						CVL													1	042	042	04	1	1.9	10	1	10	11.8811881188119	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220825083000	https://wyndham.starweekly.com.au/news/bingo-move-announced-as-award-finalist/
1060108797	20220825	202208	2022	2022.6438	CVL	COMMUNITY						CVL													1	051	051	05	1	3.4	4	1	4	2.71317829457364	4	Kororoit Creek, Victoria, Australia	AS	AS07	5384	-37.8667	144.867	-1582314	0								4	Kororoit Creek, Victoria, Australia	AS	AS07	5384	-37.8667	144.867	-1582314	20220825083000	https://brimbanknorthwest.starweekly.com.au/news/connecting-community-through-art/
1060108798	20220825	202208	2022	2022.6438	CVL	COMMUNITY						CVL													1	051	051	05	1	3.4	6	1	6	2.71317829457364	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220825083000	https://brimbanknorthwest.starweekly.com.au/news/connecting-community-through-art/
