1060074167	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								1	033	033	03	1	5.2	8	1	8	-5.92105263157895	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220825023000	http://en.people.cn/n3/2022/0825/c90000-10139417.html
1060074168	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								1	033	033	03	1	5.2	8	1	8	-5.92105263157895	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220825023000	http://en.people.cn/n3/2022/0825/c90000-10139417.html
1060074169	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								1	120	120	12	3	-4.0	10	1	10	-2.17917675544795	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20220825023000	https://news.webindia123.com/news/Articles/World/20220825/3976547.html
1060074170	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								VEN	VENEZUELA	VEN								0	042	042	04	1	1.9	6	1	6	3.02457466918714	1	China	CH	CH		35	105	CH	1	Venezuela	VE	VE		8	-66	VE	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074171	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								VEN	VENEZUELA	VEN								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	South Korea	KS	KS		37	127.5	KS	1	Cuba	CU	CU		22	-79.5	CU	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074172	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								VEN	VENEZUELA	VEN								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Nigeria	NI	NI		10	8	NI	1	Gambia	GA	GA		13.5	-15.5	GA	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074173	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								VEN	VENEZUELA	VEN								0	043	043	04	1	2.8	6	1	6	3.02457466918714	1	China	CH	CH		35	105	CH	1	Venezuela	VE	VE		8	-66	VE	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074174	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								VEN	VENEZUELA	VEN								0	043	043	04	1	2.8	2	1	2	3.02457466918714	1	South Korea	KS	KS		37	127.5	KS	1	Cuba	CU	CU		22	-79.5	CU	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074175	20220825	202208	2022	2022.6438	CHN	CHINA	CHN								VEN	VENEZUELA	VEN								0	043	043	04	1	2.8	2	1	2	3.02457466918714	1	Nigeria	NI	NI		10	8	NI	1	Gambia	GA	GA		13.5	-15.5	GA	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074176	20220825	202208	2022	2022.6438	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	016	016	01	1	-2.0	8	1	8	-2.17917675544795	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825023000	https://news.webindia123.com/news/Articles/World/20220825/3976547.html
1060074177	20220825	202208	2022	2022.6438	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	016	016	01	1	-2.0	2	1	2	-2.17917675544795	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20220825023000	https://news.webindia123.com/news/Articles/World/20220825/3976547.html
1060074178	20220825	202208	2022	2022.6438	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								1	020	020	02	1	3.0	3	1	3	7.05882352941176	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20220825023000	http://en.people.cn/n3/2022/0825/c90000-10139485.html
1060074179	20220825	202208	2022	2022.6438	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								1	054	054	05	1	6.0	3	1	3	7.05882352941176	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20220825023000	http://en.people.cn/n3/2022/0825/c90000-10139485.html
1060074180	20220825	202208	2022	2022.6438	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								1	173	173	17	4	-5.0	1	1	1	7.05882352941176	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	20220825023000	http://en.people.cn/n3/2022/0825/c90000-10139485.html
1060074181	20220825	202208	2022	2022.6438	CHNGOV	CHINA	CHN					GOV			KORGOV	SOUTH KOREA	KOR					GOV			1	173	173	17	4	-5.0	2	1	2	7.05882352941176	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	20220825023000	http://en.people.cn/n3/2022/0825/c90000-10139485.html
1060074182	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR															0	051	051	05	1	3.4	1	1	1	3.02457466918714	3	New Orleans, Louisiana, United States	US	USLA	LA071	29.9546	-90.0751	1629985	0								3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074183	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR															0	051	051	05	1	3.4	4	1	4	3.02457466918714	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074184	20220825	202208	2022	2022.6438	CHR	CHRISTIAN				CHR					USA	PELICAN STATE	USA								1	042	042	04	1	1.9	10	1	10	3.02457466918714	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074185	20220825	202208	2022	2022.6438	CHRPRO	EPISCOPAL				CHR	PRO				CVL	HUNTER						CVL			1	043	043	04	1	2.8	1	1	1	2.2271714922049	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20220825023000	https://wacotrib.com/entertainment/music/dallas-organist-dedicates-new-st-albans-organ-in-sunday-concert/article_3ef1e5a2-23d5-11ed-af93-03494868cbb5.html
1060074186	20220825	202208	2022	2022.6438	CHRPRO	EPISCOPAL				CHR	PRO				USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	2.2271714922049	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20220825023000	https://wacotrib.com/entertainment/music/dallas-organist-dedicates-new-st-albans-organ-in-sunday-concert/article_3ef1e5a2-23d5-11ed-af93-03494868cbb5.html
1060074187	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								CHN	CHINA	CHN								0	042	042	04	1	1.9	6	1	6	3.02457466918714	1	Colombia	CO	CO		4	-72	CO	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074188	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								CHN	CHINA	CHN								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Liberia	LI	LI		6.5	-9.5	LI	1	Nigeria	NI	NI		10	8	NI	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074189	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								CHN	CHINA	CHN								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Mexico	MX	MX		23	-102	MX	1	South Korea	KS	KS		37	127.5	KS	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074190	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								CUB	CUBA	CUB								0	042	042	04	1	1.9	6	1	6	3.02457466918714	1	Colombia	CO	CO		4	-72	CO	1	Cuba	CU	CU		22	-79.5	CU	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074191	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								CUB	CUBA	CUB								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Liberia	LI	LI		6.5	-9.5	LI	1	Togo	TO	TO		8	1.166667	TO	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074192	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								CUB	CUBA	CUB								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Mexico	MX	MX		23	-102	MX	1	Cuba	CU	CU		22	-79.5	CU	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074193	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								CUB	CUBA	CUB								0	043	043	04	1	2.8	6	1	6	3.02457466918714	1	Colombia	CO	CO		4	-72	CO	1	Cuba	CU	CU		22	-79.5	CU	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074194	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								CUB	CUBA	CUB								0	043	043	04	1	2.8	2	1	2	3.02457466918714	1	Liberia	LI	LI		6.5	-9.5	LI	1	Togo	TO	TO		8	1.166667	TO	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074195	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								CUB	CUBA	CUB								0	043	043	04	1	2.8	2	1	2	3.02457466918714	1	Mexico	MX	MX		23	-102	MX	1	Cuba	CU	CU		22	-79.5	CU	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074196	20220825	202208	2022	2022.6438	COL	COLOMBIAN	COL								ESP	SPANISH	ESP								1	026	026	02	1	4.0	2	1	2	1.57894736842106	1	Colombia	CO	CO		4	-72	CO	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220825023000	http://www.latinamericanpost.com/41839-breaking-news-spain-offers-itself-to-host-dialogues-between-colombia-and-the-eln
1060074197	20220825	202208	2022	2022.6438	COL	COLOMBIAN	COL								ESPGOV	SPAIN	ESP					GOV			1	026	026	02	1	4.0	2	1	2	1.57894736842106	1	Colombia	CO	CO		4	-72	CO	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220825023000	http://www.latinamericanpost.com/41839-breaking-news-spain-offers-itself-to-host-dialogues-between-colombia-and-the-eln
1060074198	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	6	1	6	3.02457466918714	1	Colombia	CO	CO		4	-72	CO	1	South Korea	KS	KS		37	127.5	KS	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074199	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Liberia	LI	LI		6.5	-9.5	LI	1	Liberia	LI	LI		6.5	-9.5	LI	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074200	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Mexico	MX	MX		23	-102	MX	1	Colombia	CO	CO		4	-72	CO	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074201	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	6	1	6	3.02457466918714	1	Colombia	CO	CO		4	-72	CO	1	South Korea	KS	KS		37	127.5	KS	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074202	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	2	1	2	3.02457466918714	1	Liberia	LI	LI		6.5	-9.5	LI	1	Liberia	LI	LI		6.5	-9.5	LI	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074203	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								KOR	SOUTH KOREA	KOR								0	043	043	04	1	2.8	2	1	2	3.02457466918714	1	Mexico	MX	MX		23	-102	MX	1	Colombia	CO	CO		4	-72	CO	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074204	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								MEX	MEXICO	MEX								0	042	042	04	1	1.9	6	1	6	3.02457466918714	1	Colombia	CO	CO		4	-72	CO	1	Mexico	MX	MX		23	-102	MX	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074205	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								MEX	MEXICO	MEX								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Liberia	LI	LI		6.5	-9.5	LI	1	Gambia	GA	GA		13.5	-15.5	GA	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074206	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								MEX	MEXICO	MEX								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Mexico	MX	MX		23	-102	MX	1	Venezuela	VE	VE		8	-66	VE	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074207	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								MEX	MEXICO	MEX								0	043	043	04	1	2.8	6	1	6	3.02457466918714	1	Colombia	CO	CO		4	-72	CO	1	Mexico	MX	MX		23	-102	MX	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074208	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								MEX	MEXICO	MEX								0	043	043	04	1	2.8	2	1	2	3.02457466918714	1	Liberia	LI	LI		6.5	-9.5	LI	1	Gambia	GA	GA		13.5	-15.5	GA	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074209	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								MEX	MEXICO	MEX								0	043	043	04	1	2.8	2	1	2	3.02457466918714	1	Mexico	MX	MX		23	-102	MX	1	Venezuela	VE	VE		8	-66	VE	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074210	20220825	202208	2022	2022.6438	COL	COLOMBIAN	COL								MILEDU	MILITARY						MIL	EDU		0	020	020	02	1	3.0	1	1	1	1.57894736842106	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20220825023000	http://www.latinamericanpost.com/41839-breaking-news-spain-offers-itself-to-host-dialogues-between-colombia-and-the-eln
1060074211	20220825	202208	2022	2022.6438	COL	COLOMBIAN	COL								MILEDU	MILITARY						MIL	EDU		0	020	020	02	1	3.0	1	1	1	1.57894736842106	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20220825023000	http://www.latinamericanpost.com/41839-breaking-news-spain-offers-itself-to-host-dialogues-between-colombia-and-the-eln
1060074212	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								VEN	VENEZUELA	VEN								0	042	042	04	1	1.9	6	1	6	3.02457466918714	1	Colombia	CO	CO		4	-72	CO	1	Venezuela	VE	VE		8	-66	VE	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074213	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								VEN	VENEZUELA	VEN								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Liberia	LI	LI		6.5	-9.5	LI	1	Gambia	GA	GA		13.5	-15.5	GA	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074214	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								VEN	VENEZUELA	VEN								0	042	042	04	1	1.9	2	1	2	3.02457466918714	1	Mexico	MX	MX		23	-102	MX	1	Cuba	CU	CU		22	-79.5	CU	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074215	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								VEN	VENEZUELA	VEN								0	043	043	04	1	2.8	6	1	6	3.02457466918714	1	Colombia	CO	CO		4	-72	CO	1	Venezuela	VE	VE		8	-66	VE	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074216	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								VEN	VENEZUELA	VEN								0	043	043	04	1	2.8	2	1	2	3.02457466918714	1	Liberia	LI	LI		6.5	-9.5	LI	1	Gambia	GA	GA		13.5	-15.5	GA	1	Kenya	KE	KE		1	38	KE	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074217	20220825	202208	2022	2022.6438	COL	COLOMBIA	COL								VEN	VENEZUELA	VEN								0	043	043	04	1	2.8	2	1	2	3.02457466918714	1	Mexico	MX	MX		23	-102	MX	1	Cuba	CU	CU		22	-79.5	CU	1	China	CH	CH		35	105	CH	20220825023000	https://thelensnola.org/2022/06/29/louisiana-welcomes-immigrants/
1060074218	20220825	202208	2022	2022.6438	COLGOV	COLOMBIAN	COL					GOV			ESPGOV	SPANISH	ESP					GOV			1	026	026	02	1	4.0	6	1	6	1.57894736842106	1	Colombia	CO	CO		4	-72	CO	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220825023000	http://www.latinamericanpost.com/41839-breaking-news-spain-offers-itself-to-host-dialogues-between-colombia-and-the-eln
1060074219	20220825	202208	2022	2022.6438	COP	POLICE						COP													1	030	030	03	1	4.0	5	1	5	-9.69827586206896	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	0								2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	20220825023000	https://www.poughkeepsiejournal.com/story/news/2022/08/25/judge-says-dutchess-county-man-guilty-of-felony-capitol-riot/65418735007/
1060074220	20220825	202208	2022	2022.6438	COP	POLICE						COP													1	042	042	04	1	1.9	2	1	2	-4.7872340425532	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220825023000	https://news.webindia123.com/news/Articles/India/20220825/3976540.html
1060074221	20220825	202208	2022	2022.6438	COP	POLICE						COP													1	042	042	04	1	1.9	2	1	2	-4.7872340425532	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	0								4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	20220825023000	https://news.webindia123.com/news/Articles/India/20220825/3976540.html
1060074222	20220825	202208	2022	2022.6438	COP	POLICE CHIEF						COP													1	043	043	04	1	2.8	8	1	8	-5.44662309368192	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825023000	https://www.washingtonexaminer.com/news/uvalde-schools-police-chief-pete-arredondo-fired-three-months-after-mass-shooting
1060074223	20220825	202208	2022	2022.6438	COP	POLICE CHIEF						COP													1	043	043	04	1	2.8	2	1	2	-5.44662309368192	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825023000	https://www.washingtonexaminer.com/news/uvalde-schools-police-chief-pete-arredondo-fired-three-months-after-mass-shooting
1060074224	20220825	202208	2022	2022.6438	COP	POLICE						COP													0	046	046	04	1	7.0	10	1	10	-1.70212765957447	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20220825023000	https://www.pontiacdailyleader.com/story/news/2022/08/24/action-of-chenoa-police-officer-brought-to-city-council-attention/65416466007/
1060074225	20220825	202208	2022	2022.6438	COP	PRISON						COP													0	051	051	05	1	3.4	4	1	4	-6.36942675159235	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220825023000	https://news.webindia123.com/news/Articles/Entertainment/20220825/3976538.html
1060074226	20220825	202208	2022	2022.6438	COP	PRISON						COP													1	073	073	07	2	7.4	7	1	7	-13.9784946236559	1	Mexico	MX	MX		23	-102	MX	0								1	Mexico	MX	MX		23	-102	MX	20220825023000	https://www.efe.com/efe/english/life/man-sentenced-to-10-years-in-prison-for-killing-mexican-service-dogs/50000263-4871685
1060074227	20220825	202208	2022	2022.6438	COP	POLICE						COP													1	173	173	17	4	-5.0	8	1	8	-6.23306233062331	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20220825023000	https://www.dailymail.co.uk/news/article-11143893/Andrew-Walshs-body-encased-concrete-Coopers-Plains-Queensland-two-men-arrested.html
1060074228	20220825	202208	2022	2022.6438	COP	POLICE						COP													1	173	173	17	4	-5.0	2	1	2	-6.23306233062331	4	Coopers Plains, Queensland, Australia	AS	AS04	154654	-27.5667	153.033	-1567271	0								4	Coopers Plains, Queensland, Australia	AS	AS04	154654	-27.5667	153.033	-1567271	20220825023000	https://www.dailymail.co.uk/news/article-11143893/Andrew-Walshs-body-encased-concrete-Coopers-Plains-Queensland-two-men-arrested.html
1060074229	20220825	202208	2022	2022.6438	COP	POLICE						COP													1	190	190	19	4	-10.0	10	1	10	-6.23306233062331	4	Coopers Plains, Queensland, Australia	AS	AS04	154654	-27.5667	153.033	-1567271	0								4	Coopers Plains, Queensland, Australia	AS	AS04	154654	-27.5667	153.033	-1567271	20220825023000	https://www.dailymail.co.uk/news/article-11143893/Andrew-Walshs-body-encased-concrete-Coopers-Plains-Queensland-two-men-arrested.html
1060074230	20220825	202208	2022	2022.6438	COP	POLICE						COP													0	193	193	19	4	-10.0	5	1	5	-8.41750841750841	4	Tarragona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25809	41.1167	1.25	-403902	0								4	Tarragona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25809	41.1167	1.25	-403902	20220825023000	https://tnp.straitstimes.com/news/world/jailed-shooter-death-wish-euthanised-spain
1060074231	20220825	202208	2022	2022.6438	COP	POLICE OFFICIALS						COP													0	193	193	19	4	-10.0	2	1	2	-9.82367758186394	3	Texas Department Of Public Safety, Texas, United States	US	USTX	TX453	30.3263	-97.7242	1348410	0								3	Texas Department Of Public Safety, Texas, United States	US	USTX		30.3263	-97.7242	1348410	20220825023000	https://www.dw.com/en/uvalde-shooting-school-board-fires-district-police-chief/a-62919071
1060074232	20220825	202208	2022	2022.6438	COP	POLICE OFFICIALS						COP													0	193	193	19	4	-10.0	8	1	8	-9.82367758186394	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	0								3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	20220825023000	https://www.dw.com/en/uvalde-shooting-school-board-fires-district-police-chief/a-62919071
1060074233	20220825	202208	2022	2022.6438	COP	POLICE						COP													1	195	195	19	4	-10.0	10	1	10	0.4950495049505	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220825023000	https://www.manchestereveningnews.co.uk/news/greater-manchester-news/huge-rescue-operation-bury-early-24847777
1060074234	20220825	202208	2022	2022.6438	COP	POLICE						COP			CHR	CHRISTIAN				CHR					0	042	042	04	1	1.9	8	1	8	-8.1465281574631	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220825023000	https://www.pikecountycourier.com/home/pike-county-sentencing-information-for-week-of-august-8-2022-part-2-CX2189217
1060074235	20220825	202208	2022	2022.6438	COP	POLICE CHIEF						COP			EDU	STUDENT						EDU			1	193	193	19	4	-10.0	6	1	6	-5.44662309368192	3	Texas Department Of Public Safety, Texas, United States	US	USTX	TX453	30.3263	-97.7242	1348410	3	Texas Department Of Public Safety, Texas, United States	US	USTX		30.3263	-97.7242	1348410	3	Texas Department Of Public Safety, Texas, United States	US	USTX		30.3263	-97.7242	1348410	20220825023000	https://www.washingtonexaminer.com/news/uvalde-schools-police-chief-pete-arredondo-fired-three-months-after-mass-shooting
1060074236	20220825	202208	2022	2022.6438	COP	POLICE OFFICER						COP			ELI	RETIRED						ELI			1	042	042	04	1	1.9	3	1	3	-1.70212765957447	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825023000	https://www.pontiacdailyleader.com/story/news/2022/08/24/action-of-chenoa-police-officer-brought-to-city-council-attention/65416466007/
