1059140682	20220818	202208	2022	2022.6247	CHR	CHRISTIAN				CHR															0	042	042	04	1	1.9	8	1	8	-0.17006802721089	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20220818114500	https://www.bignewsnetwork.com/news/272657828/d-backs-stone-garrett-aims-to-build-on-strong-debut-vs-giants
1059140683	20220818	202208	2022	2022.6247	CHR	CHRISTIAN				CHR					NMR	NORTH AMERICA	NMR								1	084	084	08	2	7.0	1	1	1	4.19075144508671	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220818114500	https://www.pressreleasepoint.com/viavi-and-rohde-and-schwarz-support-auray-otic-awarding-o-ran-conformance-certification
1059140684	20220818	202208	2022	2022.6247	CHR	CHRISTIAN				CHR					USA	UNITED STATES	USA								1	084	084	08	2	7.0	2	1	2	4.19075144508671	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220818114500	https://www.pressreleasepoint.com/viavi-and-rohde-and-schwarz-support-auray-otic-awarding-o-ran-conformance-certification
1059140685	20220818	202208	2022	2022.6247	CHRANG001REL	ANGLICAN				CHR															1	110	110	11	3	-2.0	2	1	2	-0.52631578947368	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220818114500	https://www.churchtimes.co.uk/articles/2022/19-august/news/world/gafcon-diocese-is-a-new-denomination-says-australian-primate
1059140686	20220818	202208	2022	2022.6247	CHRANG001REL	ANGLICAN				CHR															1	110	110	11	3	-2.0	1	1	1	-0.52631578947368	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	0								4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	20220818114500	https://www.churchtimes.co.uk/articles/2022/19-august/news/world/gafcon-diocese-is-a-new-denomination-says-australian-primate
1059140687	20220818	202208	2022	2022.6247	CHRANG001REL	ANGLICAN				CHR															1	110	110	11	3	-2.0	1	1	1	-0.52631578947368	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220818114500	https://www.churchtimes.co.uk/articles/2022/19-august/news/world/gafcon-diocese-is-a-new-denomination-says-australian-primate
1059140688	20220818	202208	2022	2022.6247	CHRANG001REL	ANGLICAN				CHR															1	110	110	11	3	-2.0	6	1	6	-0.52631578947368	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220818114500	https://www.churchtimes.co.uk/articles/2022/19-august/news/world/gafcon-diocese-is-a-new-denomination-says-australian-primate
1059140689	20220818	202208	2022	2022.6247	CHRCTH	CATHOLIC				CHR	CTH				FRA	FRANCE	FRA								1	051	051	05	1	3.4	1	1	1	0.5730659025788	4	Teche, RhôAlpes, France	FR	FRB9	16330	45.1833	5.38004	-1472244	4	Teche, RhôAlpes, France	FR	FRB9	16330	45.1833	5.38004	-1472244	3	Martinville, Louisiana, United States	US	USLA	LA103	30.5994	-90.1792	1628755	20220818114500	https://www.thedailyiberian.com/news/fete-dieu-du-teche-rolls-through-acadiana/article_d394fff2-1d84-11ed-91bf-3fcc8976ba75.html
1059140690	20220818	202208	2022	2022.6247	CHRCTH	CATHOLIC				CHR	CTH				FRA	FRANCE	FRA								1	051	051	05	1	3.4	1	1	1	0.5730659025788	4	Teche, RhôAlpes, France	FR	FRB9	16330	45.1833	5.38004	-1472244	3	Martinville, Louisiana, United States	US	USLA	LA103	30.5994	-90.1792	1628755	3	Martinville, Louisiana, United States	US	USLA	LA103	30.5994	-90.1792	1628755	20220818114500	https://www.thedailyiberian.com/news/fete-dieu-du-teche-rolls-through-acadiana/article_d394fff2-1d84-11ed-91bf-3fcc8976ba75.html
1059140691	20220818	202208	2022	2022.6247	COL	COLOMBIA	COL								DOM	DOMINICAN REPUBLIC	DOM								1	050	050	05	1	3.5	8	1	8	0.86716594402838	1	Colombia	CO	CO		4	-72	CO	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Cape Verde	CV	CV		16	-24	CV	20220818114500	https://www.lexology.com/library/detail.aspx?g=f41fdce2-34c0-4bd2-be24-dbc62ab48629
1059140692	20220818	202208	2022	2022.6247	COL	COLOMBIA	COL								DOM	DOMINICAN REPUBLIC	DOM								1	050	050	05	1	3.5	2	1	2	0.86716594402838	1	Colombia	CO	CO		4	-72	CO	1	Ecuador	EC	EC		-2	-77.5	EC	1	Ukraine	UP	UP		49	32	UP	20220818114500	https://www.lexology.com/library/detail.aspx?g=f41fdce2-34c0-4bd2-be24-dbc62ab48629
1059140693	20220818	202208	2022	2022.6247	COL	COLOMBIA	COL								ECU	ECUADOR	ECU								1	050	050	05	1	3.5	2	1	2	0.86716594402838	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Ukraine	UP	UP		49	32	UP	20220818114500	https://www.lexology.com/library/detail.aspx?g=f41fdce2-34c0-4bd2-be24-dbc62ab48629
1059140694	20220818	202208	2022	2022.6247	COL	COLOMBIA	COL								ECU	ECUADOR	ECU								1	050	050	05	1	3.5	8	1	8	0.86716594402838	1	Colombia	CO	CO		4	-72	CO	1	Ecuador	EC	EC		-2	-77.5	EC	1	Cape Verde	CV	CV		16	-24	CV	20220818114500	https://www.lexology.com/library/detail.aspx?g=f41fdce2-34c0-4bd2-be24-dbc62ab48629
1059140695	20220818	202208	2022	2022.6247	COL	COLOMBIA	COL								MAR	MOROCCO	MAR								1	050	050	05	1	3.5	8	1	8	0.86716594402838	1	Colombia	CO	CO		4	-72	CO	1	Morocco	MO	MO		32	-5	MO	1	Cape Verde	CV	CV		16	-24	CV	20220818114500	https://www.lexology.com/library/detail.aspx?g=f41fdce2-34c0-4bd2-be24-dbc62ab48629
1059140696	20220818	202208	2022	2022.6247	COL	COLOMBIA	COL								MAR	MOROCCO	MAR								1	050	050	05	1	3.5	2	1	2	0.86716594402838	1	Colombia	CO	CO		4	-72	CO	1	Mauritania	MR	MR		20	-12	MR	1	Ukraine	UP	UP		49	32	UP	20220818114500	https://www.lexology.com/library/detail.aspx?g=f41fdce2-34c0-4bd2-be24-dbc62ab48629
1059140697	20220818	202208	2022	2022.6247	COL	COLOMBIA	COL								MRT	MAURITANIA	MRT								1	050	050	05	1	3.5	2	1	2	0.86716594402838	1	Colombia	CO	CO		4	-72	CO	1	Dominican Republic	DR	DR		19	-70.666667	DR	1	Ukraine	UP	UP		49	32	UP	20220818114500	https://www.lexology.com/library/detail.aspx?g=f41fdce2-34c0-4bd2-be24-dbc62ab48629
1059140698	20220818	202208	2022	2022.6247	COL	COLOMBIA	COL								MRT	MAURITANIA	MRT								1	050	050	05	1	3.5	8	1	8	0.86716594402838	1	Colombia	CO	CO		4	-72	CO	1	Mauritania	MR	MR		20	-12	MR	1	Cape Verde	CV	CV		16	-24	CV	20220818114500	https://www.lexology.com/library/detail.aspx?g=f41fdce2-34c0-4bd2-be24-dbc62ab48629
1059140699	20220818	202208	2022	2022.6247	COL	COLOMBIA	COL								UKR	UKRAINE	UKR								1	050	050	05	1	3.5	2	1	2	0.86716594402838	1	Colombia	CO	CO		4	-72	CO	1	Morocco	MO	MO		32	-5	MO	1	Ukraine	UP	UP		49	32	UP	20220818114500	https://www.lexology.com/library/detail.aspx?g=f41fdce2-34c0-4bd2-be24-dbc62ab48629
1059140700	20220818	202208	2022	2022.6247	COL	COLOMBIA	COL								UKR	UKRAINE	UKR								1	050	050	05	1	3.5	8	1	8	0.86716594402838	1	Colombia	CO	CO		4	-72	CO	1	Ukraine	UP	UP		49	32	UP	1	Cape Verde	CV	CV		16	-24	CV	20220818114500	https://www.lexology.com/library/detail.aspx?g=f41fdce2-34c0-4bd2-be24-dbc62ab48629
1059140701	20220818	202208	2022	2022.6247	COP	POLICE						COP													1	010	010	01	1	0.0	10	1	10	-4.5045045045045	4	Phang Nga, Phangnga, Thailand	TH	TH61	26835	8.4509	98.5298	-3252745	0								4	Phang Nga, Phangnga, Thailand	TH	TH61	26835	8.4509	98.5298	-3252745	20220818114500	https://www.newsweek.com/elephant-rips-owner-half-making-him-work-heat-1734738
1059140702	20220818	202208	2022	2022.6247	COP	POLICE						COP													1	010	010	01	1	0.0	3	1	3	-2.82131661442006	1	New Zealand	NZ	NZ		-42	174	NZ	0								1	New Zealand	NZ	NZ		-42	174	NZ	20220818114500	https://www.aljazeera.com/news/2022/8/18/remains-of-2-children-found-in-suitcases-auctioned-in-new-zealand
1059140703	20220818	202208	2022	2022.6247	COP	POLICE OFFICER						COP													0	020	020	02	1	3.0	10	1	10	-6.71342685370742	4	Ramgarh, Rajasthan, India	IN	IN24	17835	27.6	76.8167	-2108919	0								4	Ramgarh, Rajasthan, India	IN	IN24	17835	27.6	76.8167	-2108919	20220818114500	https://www.aljazeera.com/news/2022/8/18/outrage-as-journalist-arrested-for-alleged-maoist-links-in-india
1059140704	20220818	202208	2022	2022.6247	COP	POLICE						COP													1	020	020	02	1	3.0	3	1	3	-2.82131661442006	1	New Zealand	NZ	NZ		-42	174	NZ	0								1	New Zealand	NZ	NZ		-42	174	NZ	20220818114500	https://www.aljazeera.com/news/2022/8/18/remains-of-2-children-found-in-suitcases-auctioned-in-new-zealand
1059140705	20220818	202208	2022	2022.6247	COP	POLICE						COP													0	042	042	04	1	1.9	10	1	10	-3.81679389312977	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220818114500	https://www.theguardian.com/australia-news/2022/aug/18/bodies-of-saudi-asylum-seeker-sisters-found-dead-in-sydney-repatriated-to-country-they-fled
1059140706	20220818	202208	2022	2022.6247	COP	POLICE						COP													1	090	090	09	2	-2.0	10	1	10	-6.71342685370742	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20220818114500	https://www.aljazeera.com/news/2022/8/18/outrage-as-journalist-arrested-for-alleged-maoist-links-in-india
1059140707	20220818	202208	2022	2022.6247	COP	DEPUTY						COP													1	112	112	11	3	-2.0	3	1	3	-7.9245283018868	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220818114500	https://www.iol.co.za/mercury/news/schools-must-not-nurture-racists-says-cosas-amid-racism-allegations-at-hillcrest-school-f6c8657e-80d4-46d5-9c71-9cce939b47ae
1059140708	20220818	202208	2022	2022.6247	COP	POLICE						COP													0	151	151	15	4	-7.2	6	1	6	-2.50783699059561	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220818114500	https://www.indiatvnews.com/news/india/two-suspicious-boats-carrying-arms-and-ammunition-intercepted-off-maharashtra-s-raigad-2022-08-18-801024
1059140709	20220818	202208	2022	2022.6247	COP	POLICE						COP													0	151	151	15	4	-7.2	4	1	4	-2.50783699059561	1	Oman	MU	MU		21	57	MU	0								1	Oman	MU	MU		21	57	MU	20220818114500	https://www.indiatvnews.com/news/india/two-suspicious-boats-carrying-arms-and-ammunition-intercepted-off-maharashtra-s-raigad-2022-08-18-801024
1059140710	20220818	202208	2022	2022.6247	COP	PRISON						COP													0	173	173	17	4	-5.0	20	2	20	-10.0129768179561	4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	0								4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	20220818114500	https://abcnews.go.com/International/wireStory/morocco-13-migrants-prison-spain-crossing-bid-88537251
1059140711	20220818	202208	2022	2022.6247	COP	POLICE						COP													0	173	173	17	4	-5.0	10	1	10	-6.99708454810495	4	Bodrum, Iç, Turkey	TU	TU32	27859	36.1667	32.8	-739557	0								4	Bodrum, Iç, Turkey	TU	TU32	27859	36.1667	32.8	-739557	20220818114500	https://www.ok.co.uk/celebrity-news/lauren-goodger-moves-baby-assault-27770716
1059140712	20220818	202208	2022	2022.6247	COP	LAW ENFORCEMENT AGENCIES						COP													1	173	173	17	4	-5.0	3	1	3	-7.06521739130434	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220818114500	https://whbl.com/2022/08/18/drive-sober-enforcement-campaign-begins/
1059140713	20220818	202208	2022	2022.6247	COP	POLICE						COP													0	180	180	18	4	-9.0	10	1	10	-6.99708454810495	4	Bodrum, Iç, Turkey	TU	TU32	27859	36.1667	32.8	-739557	0								4	Bodrum, Iç, Turkey	TU	TU32	27859	36.1667	32.8	-739557	20220818114500	https://www.ok.co.uk/celebrity-news/lauren-goodger-moves-baby-assault-27770716
1059140714	20220818	202208	2022	2022.6247	COP	POLICE						COP			BHS	BAHAMA	BHS								0	173	173	17	4	-5.0	5	1	5	-4.38908659549229	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20220818114500	https://thenassauguardian.com/local-authorities-welcome-us-gun-crackdown/
1059140715	20220818	202208	2022	2022.6247	COP	SECURITY FORCE						COP			IND	JAMMU AND KASHMIR	IND								1	154	154	15	4	-7.2	10	1	10	-0.64935064935065	0								0								0								20220818114500	https://www.nationalheraldindia.com/india/outsiders-to-have-voting-rights-in-jk-says-chief-electoral-officer-opposition-aghast
1059140716	20220818	202208	2022	2022.6247	COP	POLICE						COP			MED	NEWS OUTLET						MED			1	010	010	01	1	0.0	5	1	5	-4.5045045045045	4	Phang Nga, Phangnga, Thailand	TH	TH61	26835	8.4509	98.5298	-3252745	4	Phang Nga, Phangnga, Thailand	TH	TH61	26835	8.4509	98.5298	-3252745	4	Phang Nga, Phangnga, Thailand	TH	TH61	26835	8.4509	98.5298	-3252745	20220818114500	https://www.newsweek.com/elephant-rips-owner-half-making-him-work-heat-1734738
1059140717	20220818	202208	2022	2022.6247	COP	POLICE						COP			MIL	PARAMILITARY						MIL			1	173	173	17	4	-5.0	10	1	10	-2.76073619631902	0								0								0								20220818114500	https://www.derrynow.com/news/local-news/888329/concerns-over-derry-parades-being-brought-before-council.html
1059140718	20220818	202208	2022	2022.6247	COP	POLICE CHIEF						COP			MOSSHI200	ZAIDI				MOS	SHI				1	043	043	04	1	2.8	5	1	5	-5.3030303030303	0								0								0								20220818114500	https://www.thesundaily.my/home/lorry-4wd-vehicle-crash-into-moving-train-LX9617973
1059140719	20220818	202208	2022	2022.6247	COP	POLICE						COP			NZL	NEW ZEALAND	NZL								1	010	010	01	1	0.0	2	1	2	-2.82131661442006	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20220818114500	https://www.aljazeera.com/news/2022/8/18/remains-of-2-children-found-in-suitcases-auctioned-in-new-zealand
1059140720	20220818	202208	2022	2022.6247	COP	POLICE						COP			NZL	NEW ZEALAND	NZL								1	020	020	02	1	3.0	2	1	2	-2.82131661442006	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20220818114500	https://www.aljazeera.com/news/2022/8/18/remains-of-2-children-found-in-suitcases-auctioned-in-new-zealand
1059140721	20220818	202208	2022	2022.6247	COP	PRISON						COP			OPP	POLITICAL PRISONER						OPP			0	173	173	17	4	-5.0	10	1	10	-0.83612040133779	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220818114500	https://wusfnews.wusf.usf.edu/health-news-florida/2022-08-18/the-anti-vax-founder-of-americas-frontline-doctors-now-has-a-license-to-practice-in-florida
1059140722	20220818	202208	2022	2022.6247	COP	POLICE						COP			THA	PHANG NGA	THA								1	042	042	04	1	1.9	3	1	3	-4.5045045045045	4	Phang Nga, Phangnga, Thailand	TH	TH61	26835	8.4509	98.5298	-3252745	4	Phang Nga, Phangnga, Thailand	TH	TH61	26835	8.4509	98.5298	-3252745	4	Phang Nga, Phangnga, Thailand	TH	TH61	26835	8.4509	98.5298	-3252745	20220818114500	https://www.newsweek.com/elephant-rips-owner-half-making-him-work-heat-1734738
1059140723	20220818	202208	2022	2022.6247	COP	POLICE						COP			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-1.76795580110497	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220818114500	http://www.msn.com/en-us/news/politics/what-to-expect-from-thursday-s-hearing-on-unsealing-mar-a-lago-search-affidavit/ar-AA10N4xm
1059140724	20220818	202208	2022	2022.6247	COP	POLICE						COP			USA	FLORIDA	USA								0	190	190	19	4	-10.0	4	1	4	-1.76795580110497	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220818114500	http://www.msn.com/en-us/news/politics/what-to-expect-from-thursday-s-hearing-on-unsealing-mar-a-lago-search-affidavit/ar-AA10N4xm
1059140725	20220818	202208	2022	2022.6247	COP	POLICE						COP			USA	FLORIDA	USA								0	190	190	19	4	-10.0	6	1	6	-1.76795580110497	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220818114500	http://www.msn.com/en-us/news/politics/what-to-expect-from-thursday-s-hearing-on-unsealing-mar-a-lago-search-affidavit/ar-AA10N4xm
1059140726	20220818	202208	2022	2022.6247	COP	POLICE						COP			USA	FLORIDA	USA								0	190	190	19	4	-10.0	2	1	2	-1.76795580110497	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220818114500	http://www.msn.com/en-us/news/politics/what-to-expect-from-thursday-s-hearing-on-unsealing-mar-a-lago-search-affidavit/ar-AA10N4xm
1059140727	20220818	202208	2022	2022.6247	COP	POLICE						COP			USA	FLORIDA	USA								0	190	190	19	4	-10.0	2	1	2	-1.76795580110497	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20220818114500	http://www.msn.com/en-us/news/politics/what-to-expect-from-thursday-s-hearing-on-unsealing-mar-a-lago-search-affidavit/ar-AA10N4xm
1059140728	20220818	202208	2022	2022.6247	COPEDU	POLICE						COP	EDU		USAEDU	INDIANA	USA					EDU			0	043	043	04	1	2.8	5	1	5	0.26809651474531	0								0								0								20220818114500	https://www.heraldtimesonline.com/story/news/local/2022/08/17/missing-3-year-old-found-safe-at-home-after-2-hour-search/65407105007/
1059140729	20220818	202208	2022	2022.6247	COPGOV	DEPUTY						COP	GOV		LAB	WORKER						LAB			1	030	030	03	1	4.0	5	1	5	-4.42477876106195	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220818114500	https://www.iol.co.za/mercury/news/unions-say-this-weeks-dsw-go-slow-in-ethekwini-was-due-to-overtime-hours-being-cut-for-some-staff-f52d1d9c-79e1-4c59-879f-f7a45a0aed4e
1059140730	20220818	202208	2022	2022.6247	COPMIL	POLICE						COP	MIL												0	090	090	09	2	-2.0	10	1	10	-4.0983606557377	0								0								0								20220818114500	https://www.standardmedia.co.ke/north-eastern/article/2001453501/iebc-officials-leg-amputated-after-he-was-shot-three-times
1059140731	20220818	202208	2022	2022.6247	CRM	GANG						CRM													1	0841	084	08	2	7.0	10	1	10	-7.74774774774778	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220818114500	https://www.bangkokpost.com/world/2371548/indian-gang-rape-victim-numb-after-attackers-freed
1059140732	20220818	202208	2022	2022.6247	CRM	GANG						CRM													1	1821	182	18	4	-9.0	10	1	10	-7.74774774774778	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20220818114500	https://www.bangkokpost.com/world/2371548/indian-gang-rape-victim-numb-after-attackers-freed
1059140733	20220818	202208	2022	2022.6247	CRM	GANG						CRM			HIN	HINDU				HIN					1	173	173	17	4	-5.0	10	1	10	-7.74774774774778	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220818114500	https://www.bangkokpost.com/world/2371548/indian-gang-rape-victim-numb-after-attackers-freed
1059140734	20220818	202208	2022	2022.6247	CRM	CONMAN						CRM			IND	MUMBAI	IND								1	112	112	11	3	-2.0	6	1	6	-0.42553191489362	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220818114500	https://www.tellychakkar.com/movie/movie-news/must-read-jacqueline-fernandez-posts-cryptic-note-after-being-accused-the-ed-200
1059140735	20220818	202208	2022	2022.6247	CRM	GANG						CRM			MOS	MUSLIM				MOS					1	1821	182	18	4	-9.0	10	1	10	-7.74774774774778	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220818114500	https://www.bangkokpost.com/world/2371548/indian-gang-rape-victim-numb-after-attackers-freed
1059140736	20220818	202208	2022	2022.6247	CRM	BANDIT						CRM			NGAGOV	NIGERIA	NGA					GOV			1	100	100	10	3	-5.0	10	1	10	-6.41509433962264	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	20220818114500	https://www.dw.com/en/nigeria-utility-workers-call-off-nationwide-strike/a-62847166
1059140737	20220818	202208	2022	2022.6247	CRM	BANDIT						CRM			NGAGOV	NIGERIA	NGA					GOV			1	130	130	13	3	-4.4	10	1	10	-6.41509433962264	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	20220818114500	https://www.dw.com/en/nigeria-utility-workers-call-off-nationwide-strike/a-62847166
1059140738	20220818	202208	2022	2022.6247	CVL	RESIDENTS						CVL													1	012	012	01	1	-0.4	8	1	8	-2.36686390532545	3	Pierce County, Georgia, United States	US	USGA	GA229	31.3502	-82.2165	349086	0								3	Pierce County, Georgia, United States	US	USGA		31.3502	-82.2165	349086	20220818114500	https://www.firstcoastnews.com/article/news/local/out-piercounty-resident-complain-how-train-will-sit-idle-for-hours/77-b7b8bc6f-7941-40b1-873c-d7fd3eab48a9
1059140739	20220818	202208	2022	2022.6247	CVL	RESIDENTS						CVL													1	012	012	01	1	-0.4	2	1	2	-2.36686390532545	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220818114500	https://www.firstcoastnews.com/article/news/local/out-piercounty-resident-complain-how-train-will-sit-idle-for-hours/77-b7b8bc6f-7941-40b1-873c-d7fd3eab48a9
1059140740	20220818	202208	2022	2022.6247	CVL	RESIDENTS						CVL													0	013	013	01	1	0.4	3	1	3	3.85786802030456	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220818114500	https://www.sanfordherald.com/archives/all-aboard-grant-will-help-in-planning-design-of-rail-hubs/article_0c56ef14-802e-5ece-9a12-e3b3ce4e672f.html
1059140741	20220818	202208	2022	2022.6247	CVL	COMMUNITY						CVL													0	023	023	02	1	3.4	8	1	8	-0.22675736961451	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220818114500	https://www.mirror.co.uk/3am/celebrity-news/love-islands-tasha-slams-pressure-27772403
1059140742	20220818	202208	2022	2022.6247	CVL	RESIDENTS						CVL													1	0231	023	02	1	3.4	2	1	2	-5.36585365853659	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220818114500	https://wusfnews.wusf.usf.edu/courts-law/2022-08-18/state-law-lets-courts-keep-some-bail-money-making-it-hard-for-charitable-bail-funds-to-operate
1059140743	20220818	202208	2022	2022.6247	CVL	COMMUNITY						CVL													1	031	031	03	1	5.2	10	1	10	10	0								0								0								20220818114500	https://forextv.com/bitcoin-news/can-celphish-finance-and-bitcoin-help-bring-new-innovations-to-crypto/
1059140744	20220818	202208	2022	2022.6247	CVL	VOTER						CVL													1	043	043	04	1	2.8	3	1	3	-6.63967611336032	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818114500	https://www.americanthinker.com/blog/2022/08/on_trump_and_his_voters_fox_news_host_laura_ingraham_errs.html
1059140745	20220818	202208	2022	2022.6247	CVL	COMMUNITY						CVL													0	070	070	07	2	7.0	4	1	4	2.94117647058823	3	Bloomington, Indiana, United States	US	USIN	IN105	39.1653	-86.5264	431207	0								3	Bloomington, Indiana, United States	US	USIN	IN105	39.1653	-86.5264	431207	20220818114500	https://www.heraldtimesonline.com/story/entertainment/theater/2022/08/18/rick-armstrong-begins-as-stages-bloomington-executive-director/65398518007/
1059140746	20220818	202208	2022	2022.6247	CVL	COMMUNITY						CVL													0	070	070	07	2	7.0	6	1	6	2.94117647058823	3	Fairview, Indiana, United States	US	USIN	IN139	39.6856	-85.3011	434309	0								3	Fairview, Indiana, United States	US	USIN	IN139	39.6856	-85.3011	434309	20220818114500	https://www.heraldtimesonline.com/story/entertainment/theater/2022/08/18/rick-armstrong-begins-as-stages-bloomington-executive-director/65398518007/
